alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
2.305166296589562e-05,2.9268685443218428e-05,5.463195208074084e-05,0.00015637055907544286,4.113905979900085e-05,2024-11-20T00:00:00Z,90,145.0060015493103
