,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux
0,2024-11-30 00:14:00+00:00,3.4227294922,21.8,5.2,17.0,21.0,0.0
1,2024-11-30 00:29:00+00:00,3.4227294922,21.811111111111114,5.2,17.0,21.0,0.0
2,2024-11-30 00:44:00+00:00,3.4227294922,21.81,4.7,17.0,21.0,0.0
3,2024-11-30 00:59:00+00:00,3.4227294922,21.80909090909091,4.7,17.0,21.0,0.0
4,2024-11-30 01:14:00+00:00,3.4227294922,21.8,4.7,17.0,21.0,0.0
5,2024-11-30 01:29:00+00:00,3.4227294922,21.799999999999997,4.7,17.0,21.0,0.0
6,2024-11-30 01:44:00+00:00,3.4227294922,21.792857142857144,4.7,17.0,21.0,0.0
7,2024-11-30 01:59:00+00:00,3.4227294922,21.78666666666667,4.7,17.0,21.0,0.0
8,2024-11-30 02:14:00+00:00,3.4227294922,21.78666666666667,4.7,17.0,21.0,0.0
9,2024-11-30 02:29:00+00:00,3.4227294922,21.786666666666665,4.7,17.0,21.0,0.0
10,2024-11-30 02:44:00+00:00,3.4227294922,21.773333333333333,4.6,17.0,21.0,0.0
11,2024-11-30 02:59:00+00:00,3.4227294922,21.76,4.6,17.0,21.0,0.0
12,2024-11-30 03:14:00+00:00,3.4227294922,21.746666666666666,4.6,17.0,21.0,0.0
13,2024-11-30 03:29:00+00:00,3.4227294922,21.74666666666667,4.6,17.0,21.0,0.0
14,2024-11-30 03:44:00+00:00,3.4227294922,21.733333333333334,4.1,17.0,21.0,0.0
15,2024-11-30 03:59:00+00:00,3.4227294922,21.720000000000002,4.1,17.0,21.0,0.0
16,2024-11-30 04:14:00+00:00,3.4227294922,21.7,4.1,17.0,21.0,0.0
17,2024-11-30 04:29:00+00:00,3.4227294922,21.686666666666667,4.1,17.0,21.0,0.0
18,2024-11-30 04:44:00+00:00,3.4227294922,21.673333333333336,3.2,17.0,21.0,0.0
19,2024-11-30 04:59:00+00:00,3.4227294922,21.666666666666668,3.2,17.0,21.0,0.0
20,2024-11-30 05:14:00+00:00,3.4227294922,21.64666666666667,3.2,17.0,21.0,0.0
21,2024-11-30 05:29:00+00:00,3.4227294922,21.633333333333333,3.2,17.0,21.0,0.0
22,2024-11-30 05:45:00+00:00,3.4227294922,21.626666666666665,2.3,17.0,21.0,0.0
23,2024-11-30 06:00:00+00:00,3.4227294922,21.606666666666666,2.3,17.0,21.0,0.0
24,2024-11-30 06:15:00+00:00,3.4227294922,21.586666666666666,2.3,17.0,21.0,0.0
25,2024-11-30 06:30:00+00:00,3.4227294922,21.586666666666666,1.8,17.0,21.0,0.0
26,2024-11-30 06:45:00+00:00,3.4227294922,21.59333333333333,1.8,17.0,21.0,0.0
27,2024-11-30 07:00:00+00:00,3.4227294922,21.6,1.8,17.0,21.0,0.0
28,2024-11-30 07:15:00+00:00,3.4227294922,21.613333333333333,1.8,17.0,21.0,0.0
29,2024-11-30 07:30:00+00:00,3.4227294922,21.660000000000004,2.0,17.0,21.0,0.0
