alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
-2.144948278820872e-05,-2.7046198991027068e-06,1.6823904812528983e-05,7.755052106656674e-05,2.2086025804747402e-05,2024-11-20T00:00:00Z,90,0.0312394952278636
