# time,room_temp
0,21.01333333333334
0.07012109896219816,21.01276213853087
0.1457040335344494,21.01214647018201
0.2256607639495622,21.01149519440152
0.3090631516991154,21.01081587402495
0.3951468818855279,21.01011473676181
0.4832980400400108,21.00939678466629
0.5730322887876484,21.00866596388423
0.6639724851867915,21.00792534708454
0.7558277662100328,21.00717730391012
0.8483753984184392,21.00642364889179
0.9414457165344456,21.00566576418346
1.093760825892498,21.00442548193459
1.187744686881052,21.00366020969578
1.281896172295055,21.00289359994755
1.376173572195221,21.00212599242587
1.470545518455652,21.00135764262112
1.564988436704141,21.00058874253718
1.659484618968271,20.99981943639302
1.754020768956886,20.99904983247342
1.84858690583211,20.99828001205902
1.943175539114274,20.99751003614735
2,20.99704748695999
2.094618167938078,20.99635279685602
2.189245831116773,20.99565806198326
2.283880616351252,20.99496329977046
2.378520743479337,20.99426852329049
2.473164877225511,20.99357374234857
2.567812016046565,20.99287896429874
2.662461408736394,20.9921841946565
2.75711249186303,20.99148943755828
2.851764842837081,20.99079469610617
2.946418144707839,20.99009997262652
3,20.98970671390988
3.094654549937183,20.98908759203201
3.189309501042069,20.98846848976648
3.283964753023848,20.98784940776868
3.378620230663925,20.98723034652996
3.473275877548078,20.9866113064186
3.567931651365488,20.98599228771061
3.662587520382949,20.9853732906128
3.757243460800514,20.98475431528006
3.851899454768192,20.98413536182835
3.946555488898474,20.98351643034446
4,20.983166982971
4.094656086843727,20.98262362599912
4.189312190631067,20.9820802884453
4.283968307126118,20.98153697033314
4.378624433151955,20.9809936716802
4.47328056632588,20.98045039249944
4.567936704860871,20.97990713280043
4.662592847416664,20.97936389259017
4.757248992988056,20.97882067187372
4.85190514082115,20.97827747065471
4.946561290350514,20.97773428893569
5,20.97742764337936
5.094656151755728,20.97696003982729
5.189312304227073,20.97649245306622
5.283968457235131,20.97602488309645
5.378624610645725,20.97555732991801
5.473280764358219,20.97508979353082
5.56793691829714,20.97462227393464
5.662593072405878,20.97415477112915
5.757249226641973,20.97368728511395
5.851905380973594,20.97321981588859
6,20.97248847101543
6.0946561544973,20.97209656762549
6.189312309024825,20.9717046783111
6.283968463575015,20.9713128030718
6.378624618142207,20.97092094190709
6.473280772722148,20.97052909481649
6.567936927311652,20.9701372617995
6.662593081908327,20.96974544285564
6.757249236510384,20.9693536379844
6.851905391116475,20.96896184718529
7,20.96834889951667
7.09465615461309,20.96803267747723
7.189312309227456,20.96771646679528
7.283968463842779,20.96740026747041
7.37862461845882,20.96708407950221
7.473280773075398,20.96676790289029
7.567936927692375,20.96645173763422
7.662593082309657,20.9661355837336
7.757249236927168,20.96581944118803
7.851905391544847,20.9655033099971
8,20.96500873004189
8.189312309236,20.96452757188331
8.378624618472163,20.96404644828685
8.56793692770842,20.96356535925003
8.757249236944732,20.96308430477037
8.946561546181082,20.96260328484538
9,20.96246751144362
9.189312309236376,20.96213767418565
9.37862461847276,20.96180786062025
9.567936927709145,20.96147807074572
9.75724923694553,20.96114830456036
10,20.96072548845301
10.28396846385458,20.96045756770269
10.56793692770916,20.96018967581941
10.85190539156373,20.95992181280006
11,20.95978212931246
11.66259308232735,20.95968588752707
12,20.9596368884588
12.28396846385458,20.95982222831762
12.56793692770916,20.96000754820706
12.85190539156373,20.96019284812926
13,20.96028947714303
13.18931230923639,20.96056401878031
13.37862461847277,20.96083854069697
13.56793692770916,20.96111304289441
13.75724923694554,20.96138752537406
14,20.96173945840641
14.18931230923639,20.96216505184266
14.37862461847277,20.96259061470806
14.56793692770916,20.96301614700481
14.75724923694554,20.96344164873511
14.94656154618193,20.96386711990114
15,20.96398721402731
15.18931230923639,20.96456385415765
15.37862461847277,20.96514045286729
15.56793692770916,20.96571701015921
15.75724923694554,20.96629352603639
15.94656154618193,20.96687000050179
16,20.96703271704455
16.09465615461819,20.96739648722905
16.18931230923639,20.9677602443483
16.28396846385458,20.96812398840278
16.37862461847277,20.96848771939296
16.47328077309096,20.96885143731931
16.56793692770916,20.96921514218229
16.66259308232735,20.96957883398237
16.75724923694554,20.96994251272003
16.85190539156373,20.97030617839573
17,20.97087512495569
17.09465615461819,20.971314216922
17.18931230923639,20.97175329311781
17.28396846385458,20.97219235354367
17.37862461847277,20.97263139820014
17.47328077309096,20.97307042708781
17.56793692770916,20.97350944020722
17.66259308232735,20.97394843755895
17.75724923694554,20.97438741914357
17.85190539156373,20.97482638496164
18,20.97551313685717
18.09465615461819,20.97602755330545
18.18931230923639,20.97654195127785
18.28396846385458,20.97705633077502
18.37862461847277,20.97757069179764
18.47328077309096,20.97808503434637
18.56793692770916,20.97859935842187
18.66259308232735,20.97911366402481
18.75724923694554,20.97962795115585
18.85190539156373,20.98014221981565
19,20.98094678126984
19.09465615461819,20.98153653072426
19.18931230923639,20.98212625899712
19.28396846385458,20.98271596608918
19.37862461847277,20.98330565200121
19.47328077309096,20.98389531673397
19.56793692770916,20.98448496028821
19.66259308232735,20.98507458266469
19.75724923694554,20.98566418386418
19.85190539156373,20.98625376388744
19.94656154618193,20.98684332273523
20,20.98717614823236
20.09465615461819,20.9878412570358
20.18931230923639,20.98850634195106
20.28396846385458,20.989171402979
20.37862461847277,20.98983644012048
20.47328077309096,20.99050145337635
20.56793692770916,20.99116644274748
20.66259308232735,20.99183140823472
20.75724923694554,20.99249634983892
20.85190539156373,20.99316126756096
20.94656154618193,20.99382616140167
21,20.99420151599758
21.09465615461819,20.99494184935272
21.18931230923639,20.99568215611791
21.28396846385458,20.9964224362941
21.37862461847277,20.99716268988223
21.47328077309096,20.99790291688328
21.56793692770916,20.99864311729819
21.66259308232735,20.99938329112791
21.75724923694554,21.0001234383734
21.85190539156373,21.00086355903563
21.94656154618193,21.00160365311553
22,21.00202146073725
22.09465615461819,21.00273158268831
22.18931230923639,21.00344167913448
22.28396846385458,21.00415175007668
22.37862461847277,21.00486179551584
22.47328077309096,21.00557181545287
22.56793692770916,21.00628180988869
22.66259308232735,21.0069917788242
22.75724923694554,21.00770172226034
22.85190539156373,21.008411640198
22.94656154618193,21.00912153263811
23,21.00952229043383
23.09465615461819,21.01020287042057
23.18931230923639,21.01088342596348
23.28396846385458,21.01156395706341
23.37862461847277,21.01224446372126
23.47328077309096,21.0129249459379
23.56793692770916,21.0136054037142
23.66259308232735,21.01428583705105
23.75724923694554,21.01496624594932
23.85190539156373,21.0156466304099
23.94656154618193,21.01632699043365
24,21.01671107620215
24.09465615461819,21.01736268156199
24.18931230923639,21.01801426351866
24.28396846385458,21.01866582207298
24.37862461847277,21.01931735722579
24.47328077309096,21.01996886897793
24.56793692770916,21.02062035733026
24.66259308232735,21.0212718222836
24.75724923694554,21.0219232638388
24.85190539156373,21.02257468199669
24.94656154618193,21.02322607675812
25,21.02359381067665
25.09465615461819,21.02421702608261
25.18931230923639,21.02484021910505
25.28396846385458,21.02546338974476
25.37862461847277,21.02608653800255
25.47328077309096,21.02670966387923
25.56793692770916,21.0273327673756
25.66259308232735,21.02795584849246
25.75724923694554,21.02857890723061
25.85190539156373,21.02920194359087
