,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind
0,2024-12-21 00:00:00+00:00,3.4616699219,21.125,6.2,21.0,25.0,0.1316854507,2.2857246399
1,2024-12-21 00:01:00+00:00,3.4616699219,21.133333333333336,6.2,21.0,25.0,0.1739704311,1.2833652496
2,2024-12-21 00:02:00+00:00,3.4616699219,21.14,6.2,21.0,25.0,0.2335909158,1.2833652496
3,2024-12-21 00:03:00+00:00,3.4616699219,21.145454545454545,6.2,21.0,25.0,0.1778104007,1.2833652496
4,2024-12-21 00:04:00+00:00,3.4616699219,21.14166666666667,6.2,21.0,25.0,0.1493732482,1.2833652496
5,2024-12-21 00:05:00+00:00,3.4616699219,21.138461538461538,6.2,21.0,25.0,0.198357448,1.2833652496
6,2024-12-21 00:06:00+00:00,3.4616699219,21.13571428571429,6.2,21.0,25.0,0.2127942443,1.2833652496
7,2024-12-21 00:07:00+00:00,3.4616699219,21.14,6.2,21.0,25.0,0.1782061905,1.2833652496
8,2024-12-21 00:08:00+00:00,3.4616699219,21.146666666666665,6.2,21.0,25.0,0.144023478,1.2833652496
9,2024-12-21 00:09:00+00:00,3.4616699219,21.153333333333332,6.2,21.0,25.0,0.1421245784,1.2833652496
10,2024-12-21 00:10:00+00:00,3.4616699219,21.153333333333332,6.2,21.0,25.0,0.1821219921,1.2833652496
11,2024-12-21 00:11:00+00:00,3.4616699219,21.16,6.2,21.0,25.0,0.1625471562,1.2833652496
12,2024-12-21 00:12:00+00:00,3.4616699219,21.16,6.2,21.0,25.0,0.1488721371,1.2833652496
13,2024-12-21 00:13:00+00:00,3.4616699219,21.160000000000004,6.2,21.0,25.0,0.1505759656,1.2833652496
14,2024-12-21 00:14:00+00:00,3.4616699219,21.16,6.2,21.0,25.0,0.1430272609,1.2833652496
15,2024-12-21 00:15:00+00:00,3.4616699219,21.153333333333332,6.2,21.0,25.0,0.1223465949,1.2833652496
16,2024-12-21 00:16:00+00:00,3.4616699219,21.14666666666667,6.2,21.0,25.0,0.1594372541,1.2833652496
17,2024-12-21 00:17:00+00:00,3.4616699219,21.139999999999997,6.2,21.0,25.0,0.1454822868,1.2833652496
18,2024-12-21 00:18:00+00:00,3.4616699219,21.139999999999997,6.2,21.0,25.0,0.1191511527,1.2833652496
19,2024-12-21 00:19:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1056825742,1.2833652496
20,2024-12-21 00:20:00+00:00,3.4616699219,21.14,6.2,21.0,25.0,0.1182112768,1.2833652496
21,2024-12-21 00:21:00+00:00,3.4616699219,21.146666666666665,6.2,21.0,25.0,0.1244092509,1.2833652496
22,2024-12-21 00:22:00+00:00,3.4616699219,21.146666666666665,6.2,21.0,25.0,0.1844749898,1.2833652496
23,2024-12-21 00:23:00+00:00,3.4616699219,21.146666666666665,6.2,21.0,25.0,0.1539271474,1.2833652496
24,2024-12-21 00:24:00+00:00,3.4616699219,21.14,6.2,21.0,25.0,0.153129831,1.2833652496
25,2024-12-21 00:25:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1300575733,1.2833652496
26,2024-12-21 00:26:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1488420814,1.2833652496
27,2024-12-21 00:27:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1900669038,1.2833652496
28,2024-12-21 00:28:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1909551024,1.2833652496
29,2024-12-21 00:29:00+00:00,3.4616699219,21.133333333333333,6.2,21.0,25.0,0.1549497396,1.2833652496
30,2024-12-21 00:30:00+00:00,3.4616699219,21.133333333333333,6.6,21.0,25.0,0.1449674666,1.2833652496
31,2024-12-21 00:31:00+00:00,3.4616699219,21.133333333333333,6.6,21.0,25.0,0.127894029,1.2833652496
32,2024-12-21 00:32:00+00:00,3.4616699219,21.14,6.6,21.0,25.0,0.1478286386,1.2833652496
