alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
-2.0493656742854366e-05,-3.476546395674913e-05,9.110733782178058e-06,7.850633948136318e-05,2.7994923226357414e-05,2024-11-20T00:00:00Z,90,0.06292094477426467
