,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind
0,2025-03-24 00:00:00+00:00,2.9525146484,23.75,3.2,20.7000007629,24.7000007629,2.1303822994,2.6519031525
1,2025-03-24 00:02:00+00:00,2.9525146484,23.744444444444444,3.2,20.7000007629,24.7000007629,2.1320619583,2.6519031525
2,2025-03-24 00:03:00+00:00,2.9525146484,23.73,3.2,20.7000007629,24.7000007629,2.1582286358,2.6519031525
3,2025-03-24 00:04:00+00:00,2.9525146484,23.718181818181815,3.2,20.7000007629,24.7000007629,2.1583621502,2.6519031525
4,2025-03-24 00:05:00+00:00,2.9525146484,23.71666666666667,3.2,20.7000007629,24.7000007629,2.1114110947,2.6519031525
5,2025-03-24 00:06:00+00:00,2.9525146484,23.72307692307692,3.2,20.7000007629,24.7000007629,2.0954134464,2.6519031525
6,2025-03-24 00:07:00+00:00,2.9525146484,23.728571428571428,3.2,20.7000007629,24.7000007629,2.1530246735,2.6519031525
7,2025-03-24 00:08:00+00:00,2.9525146484,23.726666666666667,3.2,20.7000007629,24.7000007629,2.1639826298,2.6519031525
8,2025-03-24 00:09:00+00:00,2.9525146484,23.733333333333334,3.2,20.7000007629,24.7000007629,2.1212179661,2.6519031525
9,2025-03-24 00:10:00+00:00,2.9525146484,23.720000000000002,3.2,20.7000007629,24.7000007629,2.1320977211,2.6519031525
10,2025-03-24 00:11:00+00:00,2.9525146484,23.706666666666667,3.2,20.7000007629,24.7000007629,2.1226665974,2.6519031525
11,2025-03-24 00:12:00+00:00,2.9525146484,23.69333333333333,3.2,20.7000007629,24.7000007629,2.1440014839,2.6519031525
12,2025-03-24 00:13:00+00:00,2.9525146484,23.69333333333333,3.2,20.7000007629,24.7000007629,2.1661965847,2.6519031525
13,2025-03-24 00:14:00+00:00,2.9525146484,23.68,3.2,20.7000007629,24.7000007629,2.1771142483,2.6519031525
14,2025-03-24 00:16:00+00:00,2.9525146484,23.66666666666667,3.2,20.7000007629,24.7000007629,2.1184535027,2.6519031525
15,2025-03-24 00:17:00+00:00,2.9525146484,23.68,3.2,20.7000007629,24.7000007629,2.1368107796,2.6519031525
16,2025-03-24 00:18:00+00:00,2.9525146484,23.686666666666667,3.2,20.7000007629,24.7000007629,2.1510527134,2.6519031525
17,2025-03-24 00:19:00+00:00,2.9525146484,23.69333333333333,3.2,20.7000007629,24.7000007629,2.179520607,2.6519031525
18,2025-03-24 00:20:00+00:00,2.9525146484,23.69333333333333,3.2,20.7000007629,24.7000007629,2.1244239807,2.6519031525
19,2025-03-24 00:21:00+00:00,2.9525146484,23.686666666666667,3.2,20.7000007629,24.7000007629,2.0789010525,2.6519031525
20,2025-03-24 00:22:00+00:00,2.9525146484,23.673333333333332,3.2,20.7000007629,24.7000007629,2.072273016,2.6519031525
21,2025-03-24 00:23:00+00:00,2.9525146484,23.660000000000004,3.2,20.7000007629,24.7000007629,2.0947058201,2.6519031525
22,2025-03-24 00:24:00+00:00,2.9525146484,23.65333333333334,3.2,20.7000007629,24.7000007629,2.1031370163,2.6519031525
23,2025-03-24 00:25:00+00:00,2.9525146484,23.64666666666667,3.2,20.7000007629,24.7000007629,2.1018562317,2.6519031525
24,2025-03-24 00:26:00+00:00,2.9525146484,23.660000000000004,3.2,20.7000007629,24.7000007629,2.0754518509,2.6519031525
25,2025-03-24 00:27:00+00:00,2.9525146484,23.666666666666668,3.2,20.7000007629,24.7000007629,2.0737886429,2.6519031525
26,2025-03-24 00:28:00+00:00,2.9525146484,23.673333333333336,3.2,20.7000007629,24.7000007629,2.0981678963,2.6519031525
27,2025-03-24 00:29:00+00:00,2.9525146484,23.673333333333336,3.2,20.7000007629,24.7000007629,2.198123455,2.6519031525
28,2025-03-24 00:30:00+00:00,2.9525146484,23.68,2.1,20.7000007629,24.7000007629,2.1794867516,2.6519031525
29,2025-03-24 00:31:00+00:00,2.9525146484,23.686666666666664,2.1,20.7000007629,24.7000007629,2.1160953045,2.6519031525
30,2025-03-24 00:32:00+00:00,2.9525146484,23.680000000000003,2.1,20.7000007629,24.7000007629,2.1103069782,2.6519031525
31,2025-03-24 00:33:00+00:00,2.9525146484,23.666666666666668,2.1,20.7000007629,24.7000007629,2.1229612827,2.6519031525
32,2025-03-24 00:34:00+00:00,2.9525146484,23.660000000000004,2.1,20.7000007629,24.7000007629,2.0981788635,2.6519031525
33,2025-03-24 00:36:00+00:00,2.9525146484,23.653333333333332,2.1,20.7000007629,24.7000007629,2.1434810162,2.6519031525
34,2025-03-24 00:38:00+00:00,2.9525146484,23.66,2.1,20.7000007629,24.7000007629,2.1644756794,2.6519031525
35,2025-03-24 00:39:00+00:00,2.9525146484,23.653333333333332,2.1,20.7000007629,24.7000007629,2.1701140404,2.6519031525
36,2025-03-24 00:40:00+00:00,2.9525146484,23.653333333333332,2.1,20.7000007629,24.7000007629,2.161914587,2.6519031525
37,2025-03-24 00:41:00+00:00,2.9525146484,23.646666666666665,2.1,20.7000007629,24.7000007629,2.1347532272,2.6519031525
38,2025-03-24 00:42:00+00:00,2.9525146484,23.633333333333333,2.1,20.7000007629,24.7000007629,2.1208798885,2.6519031525
39,2025-03-24 00:43:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.0964221954,2.6519031525
40,2025-03-24 00:44:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.0746920109,2.6519031525
41,2025-03-24 00:45:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.1035137177,2.6519031525
42,2025-03-24 00:46:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.1052880287,2.6519031525
43,2025-03-24 00:47:00+00:00,2.9525146484,23.62666666666667,2.1,20.7000007629,24.7000007629,2.0731995106,2.6519031525
44,2025-03-24 00:48:00+00:00,2.9525146484,23.62,2.1,20.7000007629,24.7000007629,2.0862085819,2.6519031525
45,2025-03-24 00:49:00+00:00,2.9525146484,23.613333333333333,2.1,20.7000007629,24.7000007629,2.0991957188,2.6519031525
46,2025-03-24 00:50:00+00:00,2.9525146484,23.613333333333337,2.1,20.7000007629,24.7000007629,2.1128351688,2.6519031525
47,2025-03-24 00:51:00+00:00,2.9525146484,23.613333333333333,2.1,20.7000007629,24.7000007629,2.1310586929,2.6519031525
48,2025-03-24 00:52:00+00:00,2.9525146484,23.62,2.1,20.7000007629,24.7000007629,2.1349768639,2.6519031525
49,2025-03-24 00:53:00+00:00,2.9525146484,23.613333333333333,2.1,20.7000007629,24.7000007629,2.1062288284,2.6519031525
50,2025-03-24 00:54:00+00:00,2.9525146484,23.62666666666667,2.1,20.7000007629,24.7000007629,2.1125380993,2.6519031525
51,2025-03-24 00:56:00+00:00,2.9525146484,23.62,2.1,20.7000007629,24.7000007629,2.1262013912,2.6519031525
52,2025-03-24 00:57:00+00:00,2.9525146484,23.633333333333333,2.1,20.7000007629,24.7000007629,2.1241772175,2.6519031525
53,2025-03-24 00:58:00+00:00,2.9525146484,23.646666666666665,2.1,20.7000007629,24.7000007629,2.1237237453,2.6519031525
54,2025-03-24 00:59:00+00:00,2.9525146484,23.646666666666665,2.1,20.7000007629,24.7000007629,2.2114090919,2.6519031525
55,2025-03-24 01:00:00+00:00,2.9525146484,23.62666666666667,2.1,20.7000007629,24.7000007629,2.2384157181,2.6519031525
56,2025-03-24 01:01:00+00:00,2.9525146484,23.62666666666667,2.1,20.7000007629,24.7000007629,2.237498045,2.6519031525
57,2025-03-24 01:02:00+00:00,2.9525146484,23.613333333333337,2.1,20.7000007629,24.7000007629,2.1486778259,2.6519031525
58,2025-03-24 01:03:00+00:00,2.9525146484,23.606666666666666,2.1,20.7000007629,24.7000007629,2.1210477352,2.6519031525
59,2025-03-24 01:04:00+00:00,2.9525146484,23.6,2.1,20.7000007629,24.7000007629,2.1169884205,2.6519031525
60,2025-03-24 01:05:00+00:00,2.9525146484,23.60666666666667,2.1,20.7000007629,24.7000007629,2.1354238987,2.6519031525
61,2025-03-24 01:06:00+00:00,2.9525146484,23.613333333333333,2.1,20.7000007629,24.7000007629,2.1755666733,2.6519031525
62,2025-03-24 01:07:00+00:00,2.9525146484,23.62,2.1,20.7000007629,24.7000007629,2.1948239803,2.6519031525
63,2025-03-24 01:08:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.1597957611,2.6519031525
64,2025-03-24 01:09:00+00:00,2.9525146484,23.633333333333333,2.1,20.7000007629,24.7000007629,2.1342573166,2.6519031525
65,2025-03-24 01:10:00+00:00,2.9525146484,23.619999999999997,2.1,20.7000007629,24.7000007629,2.2086699009,2.6519031525
66,2025-03-24 01:11:00+00:00,2.9525146484,23.619999999999997,2.1,20.7000007629,24.7000007629,2.1799631119,2.6519031525
67,2025-03-24 01:12:00+00:00,2.9525146484,23.626666666666665,2.1,20.7000007629,24.7000007629,2.1540181637,2.6519031525
68,2025-03-24 01:13:00+00:00,2.9525146484,23.62,2.1,20.7000007629,24.7000007629,2.1300060749,2.6519031525
69,2025-03-24 01:14:00+00:00,2.9525146484,23.613333333333333,2.1,20.7000007629,24.7000007629,2.0986583233,2.6519031525
70,2025-03-24 01:15:00+00:00,2.9525146484,23.639999999999997,2.1,20.7000007629,24.7000007629,2.1379346848,2.6519031525
71,2025-03-24 01:16:00+00:00,2.9525146484,23.633333333333333,2.1,20.7000007629,24.7000007629,2.126912117,2.6519031525
72,2025-03-24 01:18:00+00:00,2.9525146484,23.646666666666665,2.1,20.7000007629,24.7000007629,2.1755383015,2.6519031525
73,2025-03-24 01:19:00+00:00,2.9525146484,23.653333333333332,2.1,20.7000007629,24.7000007629,2.1311917305,2.6519031525
74,2025-03-24 01:20:00+00:00,2.9525146484,23.660000000000004,2.1,20.7000007629,24.7000007629,2.1432886124,2.6519031525
75,2025-03-24 01:21:00+00:00,2.9525146484,23.66,2.1,20.7000007629,24.7000007629,2.1910438538,2.6519031525
