alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
8.403719002189947e-05,0.0001662483920148472,0.0009650930757849907,0.009980847043215571,0.0001604311015424853,2024-11-20T00:00:00Z,50,63.30861210410898
