alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
1.2539778757883171e-05,8.950586858814175e-06,4.636727022751592e-05,0.0004071191721437026,1.119465344957857e-05,2024-11-20T00:00:00Z,90,143.7697426475194
