,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind
0,2025-03-22 00:00:00+00:00,3.7573242188,23.424999999999997,3.9,21.0,25.0,5.5037088394,2.8716583252000003
1,2025-03-22 00:01:00+00:00,3.7573242188,23.42222222222222,3.9,21.0,25.0,5.4724578857,2.8716583252000003
2,2025-03-22 00:02:00+00:00,3.7573242188,23.419999999999998,3.9,21.0,25.0,5.4495868683,2.8716583252000003
3,2025-03-22 00:03:00+00:00,3.7573242188,23.40909090909091,3.9,21.0,25.0,5.4669055939,2.8716583252000003
4,2025-03-22 00:04:00+00:00,3.7573242188,23.40833333333333,3.9,21.0,25.0,5.5350365639,2.8716583252000003
5,2025-03-22 00:05:00+00:00,3.7573242188,23.407692307692308,3.9,21.0,25.0,5.4988770485,2.8716583252000003
6,2025-03-22 00:06:00+00:00,3.7573242188,23.4,3.9,21.0,25.0,5.4547219276,2.8716583252000003
7,2025-03-22 00:07:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.4934272766,2.8716583252000003
8,2025-03-22 00:08:00+00:00,3.7573242188,23.386666666666667,3.9,21.0,25.0,5.4988369942,2.8716583252000003
9,2025-03-22 00:09:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.5095276833,2.8716583252000003
10,2025-03-22 00:10:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.4790120125,2.8716583252000003
11,2025-03-22 00:11:00+00:00,3.7573242188,23.393333333333334,3.9,21.0,25.0,5.4477219582,2.8716583252000003
12,2025-03-22 00:12:00+00:00,3.7573242188,23.4,3.9,21.0,25.0,5.4283633232,2.8716583252000003
13,2025-03-22 00:13:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.4888586998,2.8716583252000003
14,2025-03-22 00:14:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.5197787285,2.8716583252000003
15,2025-03-22 00:15:00+00:00,3.7573242188,23.386666666666667,3.9,21.0,25.0,5.5611109734,2.8716583252000003
16,2025-03-22 00:16:00+00:00,3.7573242188,23.386666666666663,3.9,21.0,25.0,5.5394945145,2.8716583252000003
17,2025-03-22 00:17:00+00:00,3.7573242188,23.386666666666667,3.9,21.0,25.0,5.4837656021,2.8716583252000003
18,2025-03-22 00:18:00+00:00,3.7573242188,23.386666666666663,3.9,21.0,25.0,5.4460711479,2.8716583252000003
19,2025-03-22 00:19:00+00:00,3.7573242188,23.38,3.9,21.0,25.0,5.4463558197,2.8716583252000003
20,2025-03-22 00:20:00+00:00,3.7573242188,23.38,3.9,21.0,25.0,5.463737011,2.8716583252000003
21,2025-03-22 00:21:00+00:00,3.7573242188,23.386666666666667,3.9,21.0,25.0,5.4647722244,2.8716583252000003
22,2025-03-22 00:23:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.4718255997,2.8716583252000003
23,2025-03-22 00:24:00+00:00,3.7573242188,23.4,3.9,21.0,25.0,5.4350309372,2.8716583252000003
24,2025-03-22 00:26:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.5540847778,2.8716583252000003
25,2025-03-22 00:27:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.5598053932,4.0164728165
26,2025-03-22 00:28:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.5003294945,6.0612859726
27,2025-03-22 00:29:00+00:00,3.7573242188,23.39333333333333,3.9,21.0,25.0,5.478058815,6.0612859726
28,2025-03-22 00:30:00+00:00,3.7573242188,23.39333333333333,3.5,21.0,25.0,5.4722800255,6.0612859726
29,2025-03-22 00:31:00+00:00,3.7573242188,23.4,3.5,21.0,25.0,5.5021414757,7.0725774765
30,2025-03-22 00:32:00+00:00,3.7573242188,23.4,3.5,21.0,25.0,5.5154166222,7.0725774765
31,2025-03-22 00:33:00+00:00,3.7573242188,23.4,3.5,21.0,25.0,5.5051369667,8.1494436264
32,2025-03-22 00:34:00+00:00,3.7573242188,23.399999999999995,3.5,21.0,25.0,5.4657139778,8.1494436264
33,2025-03-22 00:35:00+00:00,3.7573242188,23.40666666666667,3.5,21.0,25.0,5.4374651909,9.2615261078
34,2025-03-22 00:36:00+00:00,3.7573242188,23.413333333333334,3.5,21.0,25.0,5.4626812935,9.2615261078
35,2025-03-22 00:38:00+00:00,3.7573242188,23.419999999999998,3.5,21.0,25.0,5.4751343727,7.030421257
36,2025-03-22 00:39:00+00:00,3.7573242188,23.419999999999998,3.5,21.0,25.0,5.4655323029,7.030421257
37,2025-03-22 00:41:00+00:00,3.7573242188,23.42,3.5,21.0,25.0,5.5137782097,6.0113668442
38,2025-03-22 00:42:00+00:00,3.7573242188,23.413333333333334,3.5,21.0,25.0,5.5245642662000005,6.0113668442
39,2025-03-22 00:43:00+00:00,3.7573242188,23.413333333333334,3.5,21.0,25.0,5.4742698669,6.0113668442
40,2025-03-22 00:44:00+00:00,3.7573242188,23.41333333333333,3.5,21.0,25.0,5.4514136314,6.0113668442
41,2025-03-22 00:45:00+00:00,3.7573242188,23.413333333333334,3.5,21.0,25.0,5.426527977,4.9866609573
42,2025-03-22 00:46:00+00:00,3.7573242188,23.4,3.5,21.0,25.0,5.4464850426,4.9866609573
43,2025-03-22 00:47:00+00:00,3.7573242188,23.39333333333333,3.5,21.0,25.0,5.4469914436,6.05605793
44,2025-03-22 00:48:00+00:00,3.7573242188,23.386666666666667,3.5,21.0,25.0,5.5022964478,6.05605793
45,2025-03-22 00:49:00+00:00,3.7573242188,23.386666666666663,3.5,21.0,25.0,5.4797730446,7.1088018417
46,2025-03-22 00:50:00+00:00,3.7573242188,23.386666666666667,3.5,21.0,25.0,5.4809589386,7.1088018417
47,2025-03-22 00:51:00+00:00,3.7573242188,23.386666666666667,3.5,21.0,25.0,5.4436292648,7.1088018417
48,2025-03-22 00:52:00+00:00,3.7573242188,23.38,3.5,21.0,25.0,5.4465403557,7.1088018417
49,2025-03-22 00:53:00+00:00,3.7573242188,23.38,3.5,21.0,25.0,5.4788856506,8.1188850403
50,2025-03-22 00:54:00+00:00,3.7573242188,23.366666666666667,3.5,21.0,25.0,5.4805908203,8.1188850403
51,2025-03-22 00:55:00+00:00,3.7573242188,23.360000000000003,3.5,21.0,25.0,5.4555473328,9.1634492874
52,2025-03-22 00:56:00+00:00,3.7573242188,23.353333333333335,3.5,21.0,25.0,5.4412484169,9.1634492874
53,2025-03-22 00:57:00+00:00,3.7573242188,23.366666666666667,3.5,21.0,25.0,5.4485611916,9.1634492874
54,2025-03-22 00:58:00+00:00,3.7573242188,23.373333333333335,3.5,21.0,25.0,5.4643726349,9.1634492874
