,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux
0,2025-03-11 00:14:00+00:00,2.3930664062,26.3375,3.7,20.5,24.5,2.6010606289
1,2025-03-11 00:29:00+00:00,2.3930664062,26.322222222222223,3.7,20.5,24.5,3.3820855618
2,2025-03-11 00:44:00+00:00,2.3930664062,26.32,3.7,20.5,24.5,6.5249915123
3,2025-03-11 00:59:00+00:00,2.3930664062,26.318181818181817,3.7,20.5,24.5,6.4971051216
4,2025-03-11 01:14:00+00:00,2.3930664062,26.308333333333334,3.7,20.5,24.5,8.3998298645
5,2025-03-11 01:29:00+00:00,2.3930664062,26.299999999999997,3.7,20.5,24.5,2.6159424782
6,2025-03-11 01:44:00+00:00,2.3930664062,26.292857142857144,3.6,20.5,24.5,2.5919816494
7,2025-03-11 02:00:00+00:00,2.3930664062,26.279999999999998,3.6,20.5,24.5,2.5816528797
8,2025-03-11 02:15:00+00:00,2.3930664062,26.266666666666666,3.6,20.5,24.5,2.5790441036
9,2025-03-11 02:30:00+00:00,2.3930664062,26.246666666666666,3.5,20.5,24.5,2.6054561138
10,2025-03-11 02:45:00+00:00,2.3930664062,26.226666666666667,3.5,20.5,24.5,2.6504764557
11,2025-03-11 03:00:00+00:00,2.3930664062,26.206666666666667,3.5,20.5,24.5,2.6569499969
12,2025-03-11 03:15:00+00:00,2.3930664062,26.16,3.5,20.5,24.5,2.6587166786000003
13,2025-03-11 03:30:00+00:00,2.3930664062,26.12666666666667,3.5,20.5,24.5,2.6057202816
14,2025-03-11 03:45:00+00:00,2.3930664062,26.1,3.5,20.5,24.5,2.6207690239
15,2025-03-11 04:00:00+00:00,2.3930664062,26.066666666666666,3.5,20.5,24.5,2.6093087196
16,2025-03-11 04:16:00+00:00,2.3930664062,26.026666666666667,3.5,20.5,24.5,2.6211657524
17,2025-03-11 04:32:00+00:00,2.3930664062,25.993333333333336,3.4,20.5,24.5,4.0805559158
18,2025-03-11 04:48:00+00:00,2.3930664062,25.973333333333336,3.4,20.5,24.5,4.3025026321
19,2025-03-11 05:03:00+00:00,2.3930664062,25.953333333333333,3.4,21.5,23.5,4.3325181007
20,2025-03-11 05:18:00+00:00,2.3930664062,25.893333333333334,3.4,21.5,23.5,4.4030103683
21,2025-03-11 05:33:00+00:00,2.3930664062,25.780000000000005,3.3,21.5,23.5,4.3861045837
22,2025-03-11 05:49:00+00:00,2.3930664062,25.560000000000002,3.3,21.5,23.5,4.5497255325
23,2025-03-11 06:04:00+00:00,2.3930664062,25.39333333333333,3.3,21.5,23.5,4.8061199188
24,2025-03-11 06:20:00+00:00,2.3930664062,25.27333333333333,3.3,21.5,23.5,5.1494469643
25,2025-03-11 06:35:00+00:00,2.3930664062,25.160000000000004,3.3,21.5,23.5,5.3178958893
26,2025-03-11 06:50:00+00:00,4.41796875,25.06,3.3,21.5,23.5,5.4239406586
27,2025-03-11 07:07:00+00:00,6.4659423828,25.0,3.3,21.5,23.5,5.5565137863
28,2025-03-11 07:23:00+00:00,6.4659423828,24.926666666666666,3.3,22.0,23.0,363.9526672363
29,2025-03-11 07:38:00+00:00,17.2274169922,24.873333333333335,3.2,22.0,23.0,392.5909423828
30,2025-03-11 07:53:00+00:00,27.4957275391,24.82,3.2,22.0,23.0,432.6278686523
31,2025-03-11 08:08:00+00:00,23.4434814453,24.779999999999998,3.2,22.0,23.0,420.2451171875
32,2025-03-11 08:23:00+00:00,17.3206787109,24.719999999999995,3.2,22.0,23.0,388.424407959
33,2025-03-11 08:38:00+00:00,15.3010253906,24.633333333333333,3.1,22.0,23.0,409.4822998047
34,2025-03-11 08:54:00+00:00,13.2921142578,24.513333333333332,3.1,22.0,23.0,414.681640625
35,2025-03-11 09:09:00+00:00,15.3393554688,24.486666666666668,3.1,22.0,23.0,409.0866088867
36,2025-03-11 09:24:00+00:00,17.361328125,24.52,3.1,22.0,23.0,399.9344787598
37,2025-03-11 09:39:00+00:00,21.5827636719,24.673333333333332,3.4,22.0,23.0,428.0704345703
38,2025-03-11 09:54:00+00:00,30.0506591797,24.766666666666666,3.4,22.0,23.0,425.7823791504
39,2025-03-11 10:09:00+00:00,21.6860351562,24.80666666666667,3.4,22.0,23.0,406.0089111328
40,2025-03-11 10:25:00+00:00,21.6784667969,24.826666666666664,3.4,22.0,23.0,383.2306518555
41,2025-03-11 10:41:00+00:00,21.6988525391,24.84666666666667,3.7,22.0,23.0,388.7004394531
42,2025-03-11 10:56:00+00:00,23.7635498047,24.846666666666668,3.7,22.0,23.0,409.7608337402
43,2025-03-11 11:12:00+00:00,29.9525146484,24.86,3.7,22.0,23.0,414.973815918
44,2025-03-11 11:28:00+00:00,42.5812988281,24.86,3.7,22.0,23.0,395.5389404297
45,2025-03-11 11:43:00+00:00,40.5756835938,24.866666666666667,3.9,22.0,23.0,398.7885742188
46,2025-03-11 11:58:00+00:00,32.2589111328,24.873333333333335,3.9,21.5,23.5,59.9577980042
47,2025-03-11 12:13:00+00:00,34.1713867188,24.886666666666667,3.9,22.0,23.0,369.5390625
48,2025-03-11 12:28:00+00:00,40.2922363281,24.89333333333333,3.9,22.0,23.0,423.6349487305
49,2025-03-11 12:43:00+00:00,34.1845703125,24.92,4.0,22.0,23.0,389.772277832
50,2025-03-11 12:58:00+00:00,30.1173095703,24.98,4.0,22.0,23.0,394.7291259766
51,2025-03-11 13:13:00+00:00,40.4291992188,25.02,4.0,22.0,23.0,390.6369934082
52,2025-03-11 13:29:00+00:00,44.5793457031,25.086666666666666,4.0,22.0,23.0,388.8077392578
53,2025-03-11 13:44:00+00:00,34.1273193359,25.14666666666667,4.0,22.0,23.0,380.0194091797
54,2025-03-11 14:00:00+00:00,27.7705078125,25.193333333333335,4.0,22.0,23.0,367.419128418
55,2025-03-11 14:15:00+00:00,25.7639160156,25.2,4.0,22.0,23.0,353.8472595215
56,2025-03-11 14:30:00+00:00,21.5650634766,25.19333333333333,3.9,22.0,23.0,354.7553100586
57,2025-03-11 14:45:00+00:00,21.5650634766,25.193333333333335,3.9,22.0,23.0,324.3604431152
58,2025-03-11 15:00:00+00:00,25.7709960938,25.160000000000004,3.9,22.0,23.0,357.5853271484
59,2025-03-11 15:15:00+00:00,21.5206298828,25.14666666666667,3.9,22.0,23.0,320.8355712891
60,2025-03-11 15:30:00+00:00,15.2341308594,25.12666666666667,3.8,22.0,23.0,319.5842895508
61,2025-03-11 15:46:00+00:00,11.0668945312,25.106666666666666,3.8,22.0,23.0,354.0322875977
62,2025-03-11 16:01:00+00:00,11.0811767578,25.093333333333337,3.8,20.5,24.5,390.3012084961
63,2025-03-11 16:17:00+00:00,9.0756835938,25.086666666666666,3.8,20.5,24.5,356.1715393066
64,2025-03-11 16:32:00+00:00,7.0316162109,25.1,3.5,20.5,24.5,363.8403015137
65,2025-03-11 16:47:00+00:00,5.0290527344,25.033333333333335,3.5,20.5,24.5,347.6092529297
66,2025-03-11 17:02:00+00:00,3.0245361328,24.98,3.5,20.5,24.5,343.8427734375
67,2025-03-11 17:18:00+00:00,3.0245361328,24.886666666666667,3.5,20.5,24.5,6.1371855736
68,2025-03-11 17:34:00+00:00,3.0245361328,24.806666666666665,3.4,20.5,24.5,4.6006703377
69,2025-03-11 17:49:00+00:00,3.0245361328,24.746666666666666,3.4,20.5,24.5,4.3187007904
70,2025-03-11 18:05:00+00:00,3.0245361328,24.733333333333334,3.4,20.5,24.5,4.3662705421
71,2025-03-11 18:20:00+00:00,3.0245361328,24.720000000000002,3.4,20.5,24.5,4.2978434563
72,2025-03-11 18:35:00+00:00,3.0245361328,24.7,3.3,20.5,24.5,4.3673877716
73,2025-03-11 18:51:00+00:00,3.0245361328,24.71333333333333,3.3,20.5,24.5,4.2553758621
74,2025-03-11 19:06:00+00:00,3.0245361328,24.7,3.3,20.5,24.5,4.2702832222
75,2025-03-11 19:21:00+00:00,3.0245361328,24.69333333333333,3.3,20.5,24.5,4.2431812286
76,2025-03-11 19:36:00+00:00,3.0245361328,24.680000000000003,3.3,20.5,24.5,4.2177891731
77,2025-03-11 19:52:00+00:00,3.0245361328,24.66,3.3,20.5,24.5,4.2373943329
78,2025-03-11 20:07:00+00:00,3.0245361328,24.646666666666665,3.3,20.5,24.5,4.2649974823
79,2025-03-11 20:22:00+00:00,3.0245361328,24.633333333333333,3.3,20.5,24.5,3.956433773
80,2025-03-11 20:37:00+00:00,3.0245361328,24.613333333333333,3.4,20.5,24.5,4.3185324669
81,2025-03-11 20:52:00+00:00,3.0245361328,24.586666666666666,3.4,20.5,24.5,4.2317094803
82,2025-03-11 21:07:00+00:00,3.0245361328,24.573333333333334,3.4,20.5,24.5,4.2556672096
83,2025-03-11 21:23:00+00:00,3.0245361328,24.553333333333335,3.4,20.5,24.5,6.5388150215
84,2025-03-11 21:38:00+00:00,3.0245361328,24.54,3.4,20.5,24.5,6.4205341339
85,2025-03-11 21:53:00+00:00,3.0245361328,24.533333333333335,3.4,20.5,24.5,8.6278457642
86,2025-03-11 22:08:00+00:00,3.0245361328,24.52,3.4,20.5,24.5,2.6648621559
87,2025-03-11 22:23:00+00:00,3.0245361328,24.521428571428572,3.4,20.5,24.5,2.6792235374
88,2025-03-11 22:38:00+00:00,3.0245361328,24.50769230769231,3.2,20.5,24.5,4.1394138336
89,2025-03-11 22:53:00+00:00,3.0245361328,24.5,3.2,20.5,24.5,4.2244310379
90,2025-03-11 23:08:00+00:00,3.0245361328,24.481818181818184,3.2,20.5,24.5,4.2260651588
91,2025-03-11 23:23:00+00:00,3.0245361328,24.470000000000002,3.2,20.5,24.5,2.6859130859
92,2025-03-11 23:38:00+00:00,3.0245361328,24.455555555555556,2.9,20.5,24.5,2.628036499
93,2025-03-11 23:54:00+00:00,3.0245361328,24.45,2.9,20.5,24.5,2.645690918
