alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
4.8098436599937064e-05,0.00035701499124930145,0.00110626897564847,0.008402310745211054,0.0004358472944520264,2024-11-20T00:00:00Z,50,76.75502192281792
