,time,solar_effect,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,occupancy_effect
0,2025-01-27 00:00:00+00:00,12.5401838379678,21.0875,0.3,21.0,25.0,0
1,2025-01-27 00:01:00+00:00,12.5401838379678,21.08888888888889,0.3,21.0,25.0,0
2,2025-01-27 00:02:00+00:00,12.5401838379678,21.09,0.3,21.0,25.0,0
3,2025-01-27 00:03:00+00:00,12.5401838379678,21.09090909090909,0.3,21.0,25.0,0
4,2025-01-27 00:04:00+00:00,12.5401838379678,21.09166666666667,0.3,21.0,25.0,0
5,2025-01-27 00:05:00+00:00,12.5401838379678,21.09230769230769,0.3,21.0,25.0,0
6,2025-01-27 00:07:00+00:00,12.5401838379678,21.092857142857145,0.3,21.0,25.0,0
7,2025-01-27 00:08:00+00:00,12.5401838379678,21.086666666666662,0.3,21.0,25.0,0
8,2025-01-27 00:09:00+00:00,12.5401838379678,21.086666666666662,0.3,21.0,25.0,0
9,2025-01-27 00:10:00+00:00,12.5401838379678,21.086666666666662,0.3,21.0,25.0,0
10,2025-01-27 00:11:00+00:00,12.5401838379678,21.08,0.3,21.0,25.0,0
11,2025-01-27 00:12:00+00:00,12.5401838379678,21.07333333333333,0.3,21.0,25.0,0
12,2025-01-27 00:13:00+00:00,12.5401838379678,21.066666666666663,0.3,21.0,25.0,0
13,2025-01-27 00:14:00+00:00,12.5401838379678,21.07333333333333,0.3,21.0,25.0,0
14,2025-01-27 00:15:00+00:00,12.5401838379678,21.066666666666663,0.3,21.0,25.0,0
15,2025-01-27 00:16:00+00:00,12.5401838379678,21.06,0.3,21.0,25.0,0
16,2025-01-27 00:17:00+00:00,12.5401838379678,21.05333333333333,0.3,21.0,25.0,0
17,2025-01-27 00:18:00+00:00,12.5401838379678,21.046666666666667,0.3,21.0,25.0,0
18,2025-01-27 00:19:00+00:00,12.5401838379678,21.04666666666667,0.3,21.0,25.0,0
19,2025-01-27 00:20:00+00:00,12.5401838379678,21.046666666666667,0.3,21.0,25.0,0
20,2025-01-27 00:21:00+00:00,12.5401838379678,21.040000000000003,0.3,21.0,25.0,0
21,2025-01-27 00:22:00+00:00,12.5401838379678,21.03333333333333,0.3,21.0,25.0,0
22,2025-01-27 00:23:00+00:00,12.5401838379678,21.040000000000003,0.3,21.0,25.0,0
23,2025-01-27 00:24:00+00:00,12.5401838379678,21.040000000000003,0.3,21.0,25.0,0
24,2025-01-27 00:25:00+00:00,12.5401838379678,21.03333333333333,0.3,21.0,25.0,0
25,2025-01-27 00:27:00+00:00,12.5401838379678,21.026666666666667,0.3,21.0,25.0,0
26,2025-01-27 00:28:00+00:00,12.5401838379678,21.03333333333333,0.3,21.0,25.0,0
27,2025-01-27 00:29:00+00:00,12.5401838379678,21.026666666666667,0.3,21.0,25.0,0
28,2025-01-27 00:30:00+00:00,12.5401838379678,21.01333333333333,0.9,21.0,25.0,0
29,2025-01-27 00:31:00+00:00,12.5401838379678,21.006666666666668,0.9,21.0,25.0,0
30,2025-01-27 00:32:00+00:00,12.5401838379678,21.006666666666668,0.9,21.0,25.0,0
31,2025-01-27 00:33:00+00:00,12.5401838379678,21.0,0.9,21.0,25.0,0
32,2025-01-27 00:34:00+00:00,12.5401838379678,20.99333333333333,0.9,21.0,25.0,0
33,2025-01-27 00:35:00+00:00,12.5401838379678,20.986666666666665,0.9,21.0,25.0,0
34,2025-01-27 00:36:00+00:00,12.5401838379678,20.98,0.9,21.0,25.0,0
35,2025-01-27 00:37:00+00:00,12.5401838379678,21.026666666666664,0.9,21.0,25.0,0
36,2025-01-27 00:38:00+00:00,12.5401838379678,21.026666666666664,0.9,21.0,25.0,0
37,2025-01-27 00:39:00+00:00,12.5401838379678,21.01333333333333,0.9,21.0,25.0,0
38,2025-01-27 00:40:00+00:00,12.5401838379678,21.006666666666664,0.9,21.0,25.0,0
39,2025-01-27 00:41:00+00:00,12.5401838379678,21.006666666666664,0.9,21.0,25.0,0
40,2025-01-27 00:42:00+00:00,12.5401838379678,21.0,0.9,21.0,25.0,0
41,2025-01-27 00:43:00+00:00,12.5401838379678,20.993333333333336,0.9,21.0,25.0,0
42,2025-01-27 00:44:00+00:00,12.5401838379678,20.99333333333333,0.9,21.0,25.0,0
43,2025-01-27 00:45:00+00:00,12.5401838379678,21.0,0.9,21.0,25.0,0
44,2025-01-27 00:46:00+00:00,12.5401838379678,21.0,0.9,21.0,25.0,0
45,2025-01-27 00:47:00+00:00,12.5401838379678,21.0,0.9,21.0,25.0,0
46,2025-01-27 00:48:00+00:00,12.5401838379678,21.006666666666664,0.9,21.0,25.0,0
47,2025-01-27 00:50:00+00:00,12.5401838379678,21.01333333333333,0.9,21.0,25.0,0
48,2025-01-27 00:51:00+00:00,12.5401838379678,21.01333333333333,0.9,21.0,25.0,0
49,2025-01-27 00:52:00+00:00,12.5401838379678,21.006666666666668,0.9,21.0,25.0,0
50,2025-01-27 00:53:00+00:00,12.5401838379678,20.95333333333333,0.9,21.0,25.0,0
51,2025-01-27 00:54:00+00:00,12.5401838379678,20.946666666666665,0.9,21.0,25.0,0
52,2025-01-27 00:55:00+00:00,12.5401838379678,20.95333333333333,0.9,21.0,25.0,0
53,2025-01-27 00:56:00+00:00,12.5401838379678,20.953333333333333,0.9,21.0,25.0,0
54,2025-01-27 00:57:00+00:00,12.5401838379678,20.946666666666665,0.9,21.0,25.0,0
