0.0,22.1,19.5,23.5
0.6639724851867915,22.09949525726953,19.5,23.5
1.0,22.09923982114063,19.5,23.5
1.659484618968271,22.09861652188599,19.5,23.5
2.0,22.09829469948615,19.5,23.5
2.662461408736394,22.09766868661108,19.5,23.5
3.0,22.09734972845244,19.5,23.5
3.662587520382949,22.09672369618501,19.5,23.5
4.0,22.0964049080062,19.5,23.5
4.662592847416664,22.09577897046872,19.5,23.5
5.0,22.09546023812306,19.5,23.5
5.662593072405878,22.09483440012015,19.5,23.5
6.0,22.094515718779,19.5,23.5
6.662593081908327,22.09388998049834,19.5,23.5
7.0,22.09357134995004,19.5,23.5
7.662593082309657,22.09294571138432,19.5,23.5
8.0,22.09262713161218,19.5,23.5
8.66259308232657,22.09200159274588,19.5,23.5
9.0,22.09168306374145,19.5,23.5
9.662593082327337,22.0910576245587,19.5,23.5
10.0,22.09073914631387,19.5,23.5
10.66259308232735,22.09011380679879,19.5,23.5
11.0,22.08979537930546,19.5,23.5
11.66259308232735,22.08917013944215,19.5,23.5
12.0,22.08885176269224,19.5,23.5
12.66259308232735,22.08822662246484,19.5,23.5
13.0,22.08790829645027,19.5,23.5
13.66259308232735,22.0872832558429,19.5,23.5
14.0,22.08696498055557,19.5,23.5
14.66259308232735,22.08634003955235,19.5,23.5
15.0,22.0860218149842,19.5,23.5
15.66259308232735,22.08539697356925,19.5,23.5
16.0,22.08507879971218,19.5,23.5
16.66259308232735,22.08445405786964,19.5,23.5
17.0,22.08413593471557,19.5,23.5
17.66259308232735,22.08351129242956,19.5,23.5
18.0,22.08319321997042,19.5,23.5
18.66259308232735,22.08256867722509,19.5,23.5
19.0,22.08225065545279,19.5,23.5
19.66259308232735,22.08162621223227,19.5,23.5
20.0,22.08130824113874,19.5,23.5
20.66259308232735,22.08068389742717,19.5,23.5
21.0,22.08036597700434,19.5,23.5
21.66259308232735,22.07974173278587,19.5,23.5
22.0,22.07942386302565,19.5,23.5
22.66259308232735,22.07879971828442,19.5,23.5
23.0,22.07848189917874,19.5,23.5
23.66259308232735,22.07785785389889,19.5,23.5
24.0,22.07754008543968,19.5,23.5
24.66259308232735,22.07691613960537,19.5,23.5
25.0,22.07659842178457,19.5,23.5
25.66259308232735,22.07597457537995,19.5,23.5
26.0,22.07565690818948,19.5,23.5
26.66259308232735,22.07503316119871,19.5,23.5
27.0,22.0747155446305,19.5,23.5
27.66259308232735,22.07409189703773,19.5,23.5
28.0,22.07377433108372,19.5,23.5
28.66259308232735,22.0731507828731,19.5,23.5
29.0,22.07283326752522,19.5,23.5
29.66259308232735,22.07220981868093,19.5,23.5
30.000002,22.07189235204954,19.5,23.5
30.0,22.07189235204954,19.5,23.5
30.663972485186793,22.07138866806019,19.5,23.5
31.0,22.07113376773045,19.5,23.5
31.65948461896827,22.07050141707703,19.5,23.5
32.0,22.07017492125129,19.5,23.5
32.66246140873639,22.06953981757091,19.5,23.5
33.0,22.06921622758018,19.5,23.5
33.66258752038295,22.06858110422582,19.5,23.5
34.0,22.06825768668333,19.5,23.5
34.66259284741666,22.06762265943457,19.5,23.5
35.0,22.06729929853602,19.5,23.5
35.662593072405876,22.06666437226724,19.5,23.5
36.0,22.06634106311388,19.5,23.5
36.66259308190833,22.0657062380155,19.5,23.5
37.0,22.06538298039258,19.5,23.5
37.662593082309655,22.06474825645718,19.5,23.5
38.0,22.06442505034778,19.5,23.5
38.662593082326566,22.06379042755961,19.5,23.5
39.0,22.06346727295515,19.5,23.5
39.662593082327334,22.0628327512981,19.5,23.5
40.0,22.06250964819036,19.5,23.5
40.66259308232735,22.06187522764834,19.5,23.5
41.0,22.06155217602911,19.5,23.5
41.66259308232735,22.06091785658598,19.5,23.5
42.0,22.06059485644706,19.5,23.5
42.66259308232735,22.05996063808672,19.5,23.5
43.0,22.0596376894199,19.5,23.5
43.66259308232735,22.05900357212624,19.5,23.5
