,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-14 00:14:00+00:00,3.9675292969,21.125,-0.6,21.0,25.0
1,2025-02-14 00:29:00+00:00,3.9675292969,21.12222222222222,-0.6,21.0,25.0
2,2025-02-14 00:44:00+00:00,3.9675292969,21.130000000000003,-0.9,21.0,25.0
3,2025-02-14 00:59:00+00:00,3.9675292969,21.12727272727273,-0.9,21.0,25.0
4,2025-02-14 01:15:00+00:00,3.9675292969,21.125,-0.9,21.0,25.0
5,2025-02-14 01:31:00+00:00,3.9675292969,21.123076923076926,-1.2,21.0,25.0
6,2025-02-14 01:47:00+00:00,3.9675292969,21.12142857142857,-1.2,21.0,25.0
7,2025-02-14 02:03:00+00:00,3.9675292969,21.113333333333333,-1.2,21.0,25.0
8,2025-02-14 02:18:00+00:00,3.9675292969,21.1,-1.2,21.0,25.0
9,2025-02-14 02:33:00+00:00,3.9675292969,21.113333333333337,-1.2,21.0,25.0
10,2025-02-14 02:49:00+00:00,3.9675292969,21.126666666666665,-1.2,21.0,25.0
11,2025-02-14 03:05:00+00:00,3.9675292969,21.126666666666665,-1.2,21.0,25.0
12,2025-02-14 03:20:00+00:00,3.9675292969,21.14,-1.2,21.0,25.0
13,2025-02-14 03:35:00+00:00,3.9675292969,21.173333333333336,-1.3,21.0,25.0
14,2025-02-14 03:50:00+00:00,3.9675292969,21.21333333333333,-1.3,21.0,25.0
15,2025-02-14 04:05:00+00:00,3.9675292969,21.279999999999998,-1.3,21.0,25.0
17,2025-02-14 04:36:00+00:00,3.9675292969,21.319999999999997,-1.7,21.0,25.0
18,2025-02-14 04:51:00+00:00,3.9675292969,21.353333333333335,-1.7,21.0,25.0
19,2025-02-14 05:07:00+00:00,3.9675292969,21.4,-1.7,22.0,24.0
20,2025-02-14 05:22:00+00:00,3.9675292969,21.446666666666665,-1.7,22.0,24.0
21,2025-02-14 05:37:00+00:00,3.9675292969,21.506666666666664,-2.9,22.0,24.0
22,2025-02-14 05:52:00+00:00,3.9675292969,21.566666666666666,-2.9,22.0,24.0
25,2025-02-14 06:38:00+00:00,3.9675292969,21.633333333333333,-3.0,22.0,24.0
26,2025-02-14 06:54:00+00:00,3.9675292969,21.706666666666667,-3.0,22.0,24.0
28,2025-02-14 07:24:00+00:00,20.5373535156,21.766666666666666,-3.0,22.0,24.0
29,2025-02-14 07:39:00+00:00,30.8471679688,21.82,-1.2,22.0,24.0
30,2025-02-14 07:54:00+00:00,198.8929443359,21.893333333333334,-1.2,22.0,24.0
31,2025-02-14 08:09:00+00:00,371.1901855469,21.966666666666665,-1.2,22.0,24.0
32,2025-02-14 08:25:00+00:00,465.7993164062,22.033333333333335,-1.2,22.0,24.0
33,2025-02-14 08:40:00+00:00,527.2789916992,22.10666666666667,0.0,22.0,24.0
34,2025-02-14 08:55:00+00:00,559.3766479492,22.160000000000004,0.0,22.0,24.0
37,2025-02-14 09:42:00+00:00,640.4456787109,22.22666666666667,0.2,22.0,24.0
38,2025-02-14 09:58:00+00:00,788.2039794922,22.293333333333333,0.2,22.0,24.0
39,2025-02-14 10:13:00+00:00,831.3259277344,22.360000000000003,0.2,22.0,24.0
40,2025-02-14 10:28:00+00:00,861.3004150391,22.413333333333334,0.2,22.0,24.0
41,2025-02-14 10:43:00+00:00,889.7270507812,22.446666666666665,0.3,22.0,24.0
42,2025-02-14 10:58:00+00:00,916.8443603516,22.486666666666668,0.3,22.0,24.0
43,2025-02-14 11:13:00+00:00,550.5081176758,22.52,0.3,22.0,24.0
45,2025-02-14 11:45:00+00:00,529.5103759766,22.533333333333335,0.4,22.0,24.0
46,2025-02-14 12:02:00+00:00,624.3132324219,22.533333333333335,0.4,22.0,24.0
48,2025-02-14 12:33:00+00:00,274.5891113281,22.540000000000003,0.3,22.0,24.0
49,2025-02-14 12:48:00+00:00,182.3903198242,22.546666666666667,0.3,22.0,24.0
50,2025-02-14 13:04:00+00:00,567.6740112305,22.546666666666667,0.3,22.0,24.0
51,2025-02-14 13:19:00+00:00,292.8563842773,22.533333333333335,0.3,22.0,24.0
52,2025-02-14 13:34:00+00:00,313.5639648438,22.5,0.5,22.0,24.0
54,2025-02-14 14:04:00+00:00,151.3630371094,22.45333333333333,0.5,22.0,24.0
55,2025-02-14 14:19:00+00:00,526.594909668,22.413333333333334,0.5,22.0,24.0
56,2025-02-14 14:35:00+00:00,545.4647216797,22.36,0.0,22.0,24.0
57,2025-02-14 14:50:00+00:00,427.6255493164,22.30666666666667,0.0,22.0,24.0
58,2025-02-14 15:05:00+00:00,401.8167114258,22.26,0.0,22.0,24.0
59,2025-02-14 15:20:00+00:00,245.7505493164,22.220000000000002,0.0,22.0,24.0
60,2025-02-14 15:35:00+00:00,134.7075195312,22.173333333333336,-0.6,22.0,24.0
61,2025-02-14 15:50:00+00:00,99.487121582,22.133333333333333,-0.6,22.0,24.0
62,2025-02-14 16:05:00+00:00,19.6274414062,22.106666666666666,-0.6,21.0,25.0
63,2025-02-14 16:21:00+00:00,4.5157470703,22.07333333333333,-0.6,21.0,25.0
64,2025-02-14 16:36:00+00:00,4.5157470703,22.033333333333328,-0.9,21.0,25.0
65,2025-02-14 16:51:00+00:00,4.5157470703,21.98,-0.9,21.0,25.0
66,2025-02-14 17:07:00+00:00,4.5157470703,21.926666666666666,-0.9,21.0,25.0
67,2025-02-14 17:22:00+00:00,4.5157470703,21.88,-0.9,21.0,25.0
68,2025-02-14 17:37:00+00:00,4.5157470703,21.839999999999996,-0.9,21.0,25.0
69,2025-02-14 17:52:00+00:00,4.5157470703,21.793333333333337,-0.9,21.0,25.0
70,2025-02-14 18:07:00+00:00,4.5157470703,21.746666666666666,-0.9,21.0,25.0
71,2025-02-14 18:22:00+00:00,4.5157470703,21.719999999999995,-0.9,21.0,25.0
72,2025-02-14 18:37:00+00:00,4.5157470703,21.68,-1.3,21.0,25.0
73,2025-02-14 18:52:00+00:00,4.5157470703,21.646666666666665,-1.3,21.0,25.0
74,2025-02-14 19:09:00+00:00,4.5157470703,21.62,-1.3,21.0,25.0
75,2025-02-14 19:26:00+00:00,4.5157470703,21.586666666666662,-1.3,21.0,25.0
76,2025-02-14 19:42:00+00:00,4.5157470703,21.56,-1.4,21.0,25.0
77,2025-02-14 19:57:00+00:00,4.5157470703,21.513333333333335,-1.4,21.0,25.0
