,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-13 00:14:00+00:00,3.9821777344,21.1125,-1.0,21.0,25.0
1,2025-02-13 00:30:00+00:00,3.9821777344,21.1,-1.1,21.0,25.0
2,2025-02-13 00:45:00+00:00,3.9821777344,21.080000000000002,-1.1,21.0,25.0
3,2025-02-13 01:00:00+00:00,3.9821777344,21.054545454545455,-1.1,21.0,25.0
4,2025-02-13 01:15:00+00:00,3.9821777344,21.041666666666668,-1.1,21.0,25.0
5,2025-02-13 01:30:00+00:00,3.9821777344,21.04615384615385,-1.4,21.0,25.0
6,2025-02-13 01:46:00+00:00,3.9821777344,21.05,-1.4,21.0,25.0
7,2025-02-13 02:02:00+00:00,3.9821777344,21.06,-1.4,21.0,25.0
8,2025-02-13 02:17:00+00:00,3.9821777344,21.046666666666667,-1.4,21.0,25.0
9,2025-02-13 02:33:00+00:00,3.9821777344,21.04,-1.8,21.0,25.0
10,2025-02-13 02:48:00+00:00,3.9821777344,21.026666666666664,-1.8,21.0,25.0
11,2025-02-13 03:03:00+00:00,3.9821777344,21.019999999999996,-1.8,21.0,25.0
12,2025-02-13 03:18:00+00:00,3.9821777344,21.006666666666664,-1.8,21.0,25.0
13,2025-02-13 03:34:00+00:00,3.9821777344,21.02,-2.1,21.0,25.0
14,2025-02-13 03:50:00+00:00,3.9821777344,21.040000000000003,-2.1,21.0,25.0
15,2025-02-13 04:06:00+00:00,3.9821777344,21.073333333333334,-2.1,21.0,25.0
16,2025-02-13 04:21:00+00:00,3.9821777344,21.133333333333333,-2.1,21.0,25.0
17,2025-02-13 04:36:00+00:00,3.9821777344,21.21333333333333,-2.4,21.0,25.0
18,2025-02-13 04:52:00+00:00,3.9821777344,21.27333333333333,-2.4,21.0,25.0
19,2025-02-13 05:07:00+00:00,3.9821777344,21.42,-2.4,22.0,24.0
20,2025-02-13 05:24:00+00:00,3.9821777344,21.533333333333335,-2.4,22.0,24.0
21,2025-02-13 05:39:00+00:00,3.9821777344,21.720000000000002,-2.5,22.0,24.0
22,2025-02-13 05:54:00+00:00,3.9821777344,21.933333333333334,-2.5,22.0,24.0
23,2025-02-13 06:09:00+00:00,3.9821777344,22.160000000000004,-2.5,22.0,24.0
24,2025-02-13 06:24:00+00:00,3.9821777344,22.386666666666667,-2.5,22.0,24.0
25,2025-02-13 06:39:00+00:00,3.9821777344,22.613333333333337,-2.5,22.0,24.0
27,2025-02-13 07:09:00+00:00,3.9821777344,22.84,-2.5,22.5,23.5
28,2025-02-13 07:24:00+00:00,3.9821777344,23.073333333333334,-2.5,22.5,23.5
29,2025-02-13 07:39:00+00:00,3.9821777344,23.266666666666666,-2.2,22.5,23.5
31,2025-02-13 08:09:00+00:00,5.994140625,23.473333333333336,-2.2,22.5,23.5
32,2025-02-13 08:24:00+00:00,7.9984130859,23.686666666666667,-2.2,22.5,23.5
33,2025-02-13 08:39:00+00:00,10.0285644531,23.873333333333335,-2.1,22.5,23.5
34,2025-02-13 08:54:00+00:00,14.1326904297,24.026666666666664,-2.1,22.5,23.5
35,2025-02-13 09:09:00+00:00,16.1335449219,24.2,-2.1,22.5,23.5
36,2025-02-13 09:24:00+00:00,18.1395263672,24.286666666666665,-2.1,22.5,23.5
37,2025-02-13 09:40:00+00:00,22.17578125,24.399999999999995,-2.0,22.5,23.5
39,2025-02-13 10:12:00+00:00,26.2360839844,24.453333333333333,-2.0,22.5,23.5
40,2025-02-13 10:27:00+00:00,28.3031005859,24.386666666666667,-2.0,22.5,23.5
41,2025-02-13 10:42:00+00:00,30.4045410156,24.313333333333333,-1.9,22.5,23.5
42,2025-02-13 10:57:00+00:00,30.4045410156,24.233333333333334,-1.9,22.0,24.0
43,2025-02-13 11:12:00+00:00,34.4635009766,24.133333333333333,-1.9,22.0,24.0
44,2025-02-13 11:28:00+00:00,36.552734375,23.993333333333332,-1.9,22.0,24.0
47,2025-02-13 12:13:00+00:00,36.5834960938,23.839999999999996,-1.8,22.5,23.5
48,2025-02-13 12:28:00+00:00,34.5319824219,23.713333333333335,-1.8,22.5,23.5
50,2025-02-13 12:58:00+00:00,30.478515625,23.566666666666666,-1.5,22.5,23.5
51,2025-02-13 13:13:00+00:00,26.4534912109,23.39333333333333,-1.5,22.5,23.5
53,2025-02-13 13:43:00+00:00,22.39453125,23.226666666666667,-1.2,22.5,23.5
54,2025-02-13 13:58:00+00:00,24.4353027344,23.060000000000002,-1.2,22.5,23.5
56,2025-02-13 14:28:00+00:00,18.1127929688,22.90666666666667,-1.2,22.0,24.0
57,2025-02-13 14:43:00+00:00,14.0615234375,22.733333333333334,-1.0,22.0,24.0
58,2025-02-13 14:58:00+00:00,10.0394287109,22.553333333333335,-1.0,22.0,24.0
59,2025-02-13 15:13:00+00:00,10.0394287109,22.35333333333333,-1.0,22.0,24.0
62,2025-02-13 16:01:00+00:00,3.9675292969,22.233333333333334,-0.8,21.0,25.0
63,2025-02-13 16:17:00+00:00,3.9675292969,22.126666666666665,-0.8,21.0,25.0
64,2025-02-13 16:32:00+00:00,3.9675292969,22.013333333333332,-0.4,21.0,25.0
65,2025-02-13 16:47:00+00:00,3.9675292969,21.913333333333338,-0.4,21.0,25.0
66,2025-02-13 17:02:00+00:00,3.9675292969,21.860000000000003,-0.4,21.0,25.0
67,2025-02-13 17:18:00+00:00,3.9675292969,21.82,-0.4,21.0,25.0
68,2025-02-13 17:33:00+00:00,3.9675292969,21.759999999999998,-0.2,21.0,25.0
69,2025-02-13 17:49:00+00:00,3.9675292969,21.7,-0.2,21.0,25.0
70,2025-02-13 18:04:00+00:00,3.9675292969,21.64,-0.2,21.0,25.0
71,2025-02-13 18:19:00+00:00,3.9675292969,21.58,-0.2,21.0,25.0
72,2025-02-13 18:34:00+00:00,3.9675292969,21.533333333333335,-0.3,21.0,25.0
73,2025-02-13 18:49:00+00:00,3.9675292969,21.493333333333332,-0.3,21.0,25.0
74,2025-02-13 19:04:00+00:00,3.9675292969,21.453333333333333,-0.3,21.0,25.0
75,2025-02-13 19:19:00+00:00,3.9675292969,21.413333333333334,-0.3,21.0,25.0
76,2025-02-13 19:34:00+00:00,3.9675292969,21.366666666666667,-0.3,21.0,25.0
77,2025-02-13 19:49:00+00:00,3.9675292969,21.333333333333332,-0.3,21.0,25.0
78,2025-02-13 20:05:00+00:00,3.9675292969,21.293333333333337,-0.3,21.0,25.0
79,2025-02-13 20:20:00+00:00,3.9675292969,21.26,-0.3,21.0,25.0
80,2025-02-13 20:36:00+00:00,3.9675292969,21.233333333333334,-0.4,21.0,25.0
81,2025-02-13 20:51:00+00:00,3.9675292969,21.2,-0.4,21.0,25.0
82,2025-02-13 21:07:00+00:00,3.9675292969,21.160000000000004,-0.4,21.0,25.0
83,2025-02-13 21:22:00+00:00,3.9675292969,21.14,-0.4,21.0,25.0
84,2025-02-13 21:37:00+00:00,3.9675292969,21.1,-0.5,21.0,25.0
85,2025-02-13 21:52:00+00:00,3.9675292969,21.086666666666662,-0.5,21.0,25.0
86,2025-02-13 22:08:00+00:00,3.9675292969,21.093333333333337,-0.5,21.0,25.0
87,2025-02-13 22:23:00+00:00,3.9675292969,21.085714285714285,-0.5,21.0,25.0
88,2025-02-13 22:38:00+00:00,3.9675292969,21.06153846153846,-0.5,21.0,25.0
89,2025-02-13 22:54:00+00:00,3.9675292969,21.05,-0.5,21.0,25.0
90,2025-02-13 23:10:00+00:00,3.9675292969,21.036363636363635,-0.5,21.0,25.0
91,2025-02-13 23:25:00+00:00,3.9675292969,21.04,-0.5,21.0,25.0
92,2025-02-13 23:40:00+00:00,3.9675292969,21.033333333333335,-0.6,21.0,25.0
93,2025-02-13 23:55:00+00:00,3.9675292969,21.025000000000002,-0.6,21.0,25.0
