,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-04 00:15:00+00:00,3.1915283203,22.0625,1.5,22.0,26.0
1,2025-02-04 00:30:00+00:00,3.1915283203,22.066666666666666,1.8,22.0,26.0
2,2025-02-04 00:45:00+00:00,3.1915283203,22.07,1.8,22.0,26.0
3,2025-02-04 01:00:00+00:00,3.1915283203,22.063636363636366,1.8,22.0,26.0
4,2025-02-04 01:16:00+00:00,3.1915283203,22.075,1.8,22.0,26.0
5,2025-02-04 01:31:00+00:00,3.1915283203,22.084615384615386,1.9,22.0,26.0
6,2025-02-04 01:46:00+00:00,3.1915283203,22.085714285714285,1.9,22.0,26.0
7,2025-02-04 02:03:00+00:00,3.1915283203,22.073333333333334,1.9,22.0,26.0
8,2025-02-04 02:18:00+00:00,3.1915283203,22.086666666666666,1.9,22.0,26.0
9,2025-02-04 02:33:00+00:00,3.1915283203,22.09333333333333,1.8,22.0,26.0
10,2025-02-04 02:48:00+00:00,3.1915283203,22.073333333333334,1.8,22.0,26.0
11,2025-02-04 03:03:00+00:00,3.1915283203,22.066666666666666,1.8,22.0,26.0
12,2025-02-04 03:19:00+00:00,3.1915283203,22.066666666666666,1.8,22.0,26.0
13,2025-02-04 03:35:00+00:00,3.1915283203,22.093333333333337,2.0,22.0,26.0
14,2025-02-04 03:50:00+00:00,3.1915283203,22.1,2.0,22.0,26.0
15,2025-02-04 04:05:00+00:00,3.1915283203,22.1,2.0,22.0,26.0
16,2025-02-04 04:20:00+00:00,3.1915283203,22.126666666666665,2.0,22.0,26.0
17,2025-02-04 04:35:00+00:00,3.1915283203,22.160000000000004,2.4,22.0,26.0
18,2025-02-04 04:50:00+00:00,3.1915283203,22.193333333333335,2.4,22.0,26.0
19,2025-02-04 05:05:00+00:00,3.1915283203,22.213333333333335,2.4,23.0,25.0
20,2025-02-04 05:20:00+00:00,3.1915283203,22.226666666666667,2.4,23.0,25.0
21,2025-02-04 05:36:00+00:00,3.1915283203,22.253333333333334,2.8,23.0,25.0
22,2025-02-04 05:51:00+00:00,3.1915283203,22.279999999999998,2.8,23.0,25.0
23,2025-02-04 06:06:00+00:00,3.1915283203,22.293333333333337,2.8,23.0,25.0
24,2025-02-04 06:21:00+00:00,3.1915283203,22.28666666666667,2.8,23.0,25.0
25,2025-02-04 06:36:00+00:00,3.1915283203,22.306666666666665,3.5,23.0,25.0
26,2025-02-04 06:51:00+00:00,3.1915283203,22.326666666666664,3.5,23.0,25.0
27,2025-02-04 07:06:00+00:00,3.1915283203,22.333333333333332,3.5,23.0,25.0
28,2025-02-04 07:21:00+00:00,3.1915283203,22.346666666666668,3.5,23.0,25.0
29,2025-02-04 07:36:00+00:00,3.1915283203,22.353333333333335,3.9,23.0,25.0
30,2025-02-04 07:51:00+00:00,3.1915283203,22.38,3.9,23.0,25.0
31,2025-02-04 08:06:00+00:00,5.2397460938,22.413333333333334,3.9,23.0,25.0
32,2025-02-04 08:22:00+00:00,7.2615966797,22.446666666666665,3.9,23.0,25.0
