,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2024-11-24 00:14:00+00:00,2.7233886719,21.1125,2.9,21.0,25.0
1,2024-11-24 00:29:00+00:00,2.7233886719,21.11111111111111,2.9,21.0,25.0
2,2024-11-24 00:44:00+00:00,2.7233886719,21.1,3.1,21.0,25.0
3,2024-11-24 01:00:00+00:00,2.7233886719,21.09090909090909,3.1,21.0,25.0
4,2024-11-24 01:15:00+00:00,2.7233886719,21.091666666666665,3.1,21.0,25.0
5,2024-11-24 01:30:00+00:00,2.7233886719,21.115384615384617,3.3,21.0,25.0
6,2024-11-24 01:45:00+00:00,2.7233886719,21.135714285714283,3.3,21.0,25.0
7,2024-11-24 02:00:00+00:00,2.7233886719,21.146666666666665,3.3,21.0,25.0
8,2024-11-24 02:15:00+00:00,2.7233886719,21.146666666666665,3.3,21.0,25.0
9,2024-11-24 02:30:00+00:00,2.7233886719,21.146666666666665,3.5,21.0,25.0
10,2024-11-24 02:45:00+00:00,2.7233886719,21.153333333333332,3.5,21.0,25.0
11,2024-11-24 03:00:00+00:00,2.7233886719,21.153333333333332,3.5,21.0,25.0
12,2024-11-24 03:15:00+00:00,2.7233886719,21.139999999999997,3.5,21.0,25.0
13,2024-11-24 03:30:00+00:00,2.7233886719,21.12,3.9,21.0,25.0
14,2024-11-24 03:45:00+00:00,2.7233886719,21.10666666666667,3.9,21.0,25.0
15,2024-11-24 04:00:00+00:00,2.7233886719,21.1,3.9,21.0,25.0
16,2024-11-24 04:15:00+00:00,2.7233886719,21.1,3.9,21.0,25.0
17,2024-11-24 04:30:00+00:00,2.7233886719,21.10666666666667,4.2,21.0,25.0
18,2024-11-24 04:45:00+00:00,2.7233886719,21.1,4.2,21.0,25.0
19,2024-11-24 05:00:00+00:00,2.7233886719,21.086666666666662,4.2,21.0,25.0
20,2024-11-24 05:15:00+00:00,2.7233886719,21.06,4.2,21.0,25.0
21,2024-11-24 05:30:00+00:00,2.7233886719,21.033333333333335,4.6,21.0,25.0
22,2024-11-24 05:45:00+00:00,2.7233886719,21.026666666666667,4.6,21.0,25.0
23,2024-11-24 06:00:00+00:00,2.7233886719,21.02,4.6,21.0,25.0
24,2024-11-24 06:15:00+00:00,2.7233886719,21.006666666666668,4.6,21.0,25.0
25,2024-11-24 06:30:00+00:00,2.7233886719,20.993333333333332,5.2,21.0,25.0
26,2024-11-24 06:45:00+00:00,2.7233886719,21.013333333333332,5.2,21.0,25.0
27,2024-11-24 07:01:00+00:00,2.7233886719,21.033333333333335,5.2,21.0,25.0
28,2024-11-24 07:16:00+00:00,2.7233886719,21.026666666666664,5.2,21.0,25.0
29,2024-11-24 07:31:00+00:00,2.7233886719,21.026666666666664,5.8,21.0,25.0
30,2024-11-24 07:46:00+00:00,2.7233886719,21.026666666666667,5.8,21.0,25.0
31,2024-11-24 08:01:00+00:00,2.7233886719,21.02,5.8,21.0,25.0
32,2024-11-24 08:16:00+00:00,2.7233886719,21.006666666666664,5.8,21.0,25.0
33,2024-11-24 08:32:00+00:00,2.7233886719,21.006666666666668,6.7,21.0,25.0
34,2024-11-24 08:47:00+00:00,2.7233886719,21.013333333333335,6.7,21.0,25.0
35,2024-11-24 09:02:00+00:00,2.7233886719,21.013333333333335,6.7,21.0,25.0
36,2024-11-24 09:17:00+00:00,4.7307128906,21.02,6.7,21.0,25.0
37,2024-11-24 09:32:00+00:00,4.7307128906,21.013333333333332,8.1,21.0,25.0
38,2024-11-24 09:47:00+00:00,6.7415771484,21.02,8.1,21.0,25.0
39,2024-11-24 10:03:00+00:00,8.7532958984,21.033333333333335,8.1,21.0,25.0
40,2024-11-24 10:19:00+00:00,12.8715820312,21.040000000000003,8.1,21.0,25.0
41,2024-11-24 10:34:00+00:00,12.8715820312,21.02,9.2,21.0,25.0
42,2024-11-24 10:49:00+00:00,19.2585449219,20.993333333333332,9.2,21.0,25.0
43,2024-11-24 11:04:00+00:00,21.2866210938,20.986666666666668,9.2,21.0,25.0
44,2024-11-24 11:19:00+00:00,19.2766113281,20.993333333333332,9.2,21.0,25.0
45,2024-11-24 11:34:00+00:00,17.2421875,20.993333333333332,10.3,21.0,25.0
46,2024-11-24 11:49:00+00:00,17.2421875,20.986666666666665,10.3,21.0,25.0
47,2024-11-24 12:04:00+00:00,15.2222900391,20.986666666666668,10.3,21.0,25.0
48,2024-11-24 12:20:00+00:00,15.2222900391,20.986666666666665,10.3,21.0,25.0
49,2024-11-24 12:36:00+00:00,13.2115478516,20.98,10.8,21.0,25.0
50,2024-11-24 12:51:00+00:00,11.1446533203,20.986666666666668,10.8,21.0,25.0
51,2024-11-24 13:06:00+00:00,11.1446533203,20.98,10.8,21.0,25.0
52,2024-11-24 13:21:00+00:00,9.125,20.973333333333333,10.8,21.0,25.0
53,2024-11-24 13:36:00+00:00,11.1436767578,20.973333333333333,11.0,21.0,25.0
54,2024-11-24 13:51:00+00:00,6.9876708984,20.973333333333333,11.0,21.0,25.0
55,2024-11-24 14:06:00+00:00,4.9805908203,20.98,11.0,21.0,25.0
56,2024-11-24 14:21:00+00:00,4.9805908203,20.986666666666668,11.0,21.0,25.0
57,2024-11-24 14:37:00+00:00,4.9805908203,21.0,11.5,21.0,25.0
58,2024-11-24 14:52:00+00:00,2.9705810547,21.0,11.5,21.0,25.0
59,2024-11-24 15:08:00+00:00,2.9705810547,20.986666666666665,11.5,21.0,25.0
60,2024-11-24 15:23:00+00:00,2.9705810547,20.98,11.5,21.0,25.0
61,2024-11-24 15:39:00+00:00,2.9705810547,20.993333333333332,11.5,21.0,25.0
62,2024-11-24 15:54:00+00:00,2.9705810547,21.0,11.5,21.0,25.0
63,2024-11-24 16:09:00+00:00,2.9705810547,21.02,11.5,21.0,25.0
64,2024-11-24 16:24:00+00:00,2.9705810547,21.026666666666664,11.5,21.0,25.0
65,2024-11-24 16:39:00+00:00,2.9705810547,21.02,12.3,21.0,25.0
66,2024-11-24 16:54:00+00:00,2.9705810547,21.02,12.3,21.0,25.0
67,2024-11-24 17:09:00+00:00,2.9705810547,21.02,12.3,21.0,25.0
68,2024-11-24 17:24:00+00:00,2.9705810547,21.02,12.3,21.0,25.0
69,2024-11-24 17:39:00+00:00,2.9705810547,21.013333333333332,12.5,21.0,25.0
70,2024-11-24 17:54:00+00:00,2.9705810547,21.0,12.5,21.0,25.0
71,2024-11-24 18:09:00+00:00,2.9705810547,20.986666666666668,12.5,21.0,25.0
72,2024-11-24 18:24:00+00:00,2.9705810547,20.980000000000004,12.5,21.0,25.0
73,2024-11-24 18:39:00+00:00,2.9705810547,20.993333333333332,12.5,21.0,25.0
74,2024-11-24 18:54:00+00:00,2.9705810547,21.0,12.5,21.0,25.0
75,2024-11-24 19:09:00+00:00,2.9705810547,21.006666666666668,12.5,21.0,25.0
76,2024-11-24 19:25:00+00:00,2.9705810547,21.0,12.5,21.0,25.0
77,2024-11-24 19:40:00+00:00,2.9705810547,21.006666666666668,12.9,21.0,25.0
78,2024-11-24 19:55:00+00:00,2.9705810547,20.993333333333332,12.9,21.0,25.0
79,2024-11-24 20:11:00+00:00,2.9705810547,21.0,12.9,21.0,25.0
80,2024-11-24 20:26:00+00:00,2.9705810547,21.0,12.9,21.0,25.0
81,2024-11-24 20:41:00+00:00,2.9705810547,21.006666666666668,13.6,21.0,25.0
82,2024-11-24 20:57:00+00:00,2.9705810547,21.006666666666668,13.6,21.0,25.0
83,2024-11-24 21:13:00+00:00,2.9705810547,21.006666666666668,13.6,21.0,25.0
84,2024-11-24 21:28:00+00:00,2.9705810547,21.006666666666668,13.6,21.0,25.0
85,2024-11-24 21:43:00+00:00,2.9705810547,21.026666666666664,14.1,21.0,25.0
86,2024-11-24 21:58:00+00:00,2.9705810547,21.06,14.1,21.0,25.0
87,2024-11-24 22:13:00+00:00,2.9705810547,21.064285714285713,14.1,21.0,25.0
88,2024-11-24 22:29:00+00:00,2.9705810547,21.06153846153846,14.1,21.0,25.0
89,2024-11-24 22:45:00+00:00,2.9705810547,21.066666666666666,13.9,21.0,25.0
90,2024-11-24 23:00:00+00:00,2.9705810547,21.063636363636363,13.9,21.0,25.0
91,2024-11-24 23:15:00+00:00,2.9705810547,21.07,13.9,21.0,25.0
92,2024-11-24 23:30:00+00:00,2.9705810547,21.066666666666666,14.6,21.0,25.0
93,2024-11-24 23:45:00+00:00,2.9705810547,21.075,14.6,21.0,25.0
