,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-02 00:15:00+00:00,3.408203125,22.0375,1.1,22.0,26.0
1,2025-02-02 00:30:00+00:00,3.408203125,22.022222222222222,1.2,22.0,26.0
3,2025-02-02 01:02:00+00:00,3.408203125,22.009999999999998,1.2,22.0,26.0
4,2025-02-02 01:17:00+00:00,3.408203125,22.009090909090908,1.2,22.0,26.0
5,2025-02-02 01:32:00+00:00,3.408203125,22.025000000000002,1.3,22.0,26.0
6,2025-02-02 01:47:00+00:00,3.408203125,22.03076923076923,1.3,22.0,26.0
7,2025-02-02 02:02:00+00:00,3.408203125,22.02857142857143,1.3,22.0,26.0
9,2025-02-02 02:33:00+00:00,3.408203125,22.026666666666664,1.4,22.0,26.0
10,2025-02-02 02:48:00+00:00,3.408203125,22.033333333333335,1.4,22.0,26.0
11,2025-02-02 03:03:00+00:00,3.408203125,22.033333333333335,1.4,22.0,26.0
12,2025-02-02 03:18:00+00:00,3.408203125,22.033333333333335,1.4,22.0,26.0
13,2025-02-02 03:33:00+00:00,3.408203125,22.033333333333335,1.2,22.0,26.0
14,2025-02-02 03:48:00+00:00,3.408203125,22.026666666666664,1.2,22.0,26.0
15,2025-02-02 04:03:00+00:00,3.408203125,22.033333333333335,1.2,22.0,26.0
16,2025-02-02 04:20:00+00:00,3.408203125,22.033333333333335,1.2,22.0,26.0
17,2025-02-02 04:35:00+00:00,3.408203125,22.033333333333335,1.4,22.0,26.0
18,2025-02-02 04:50:00+00:00,3.408203125,22.040000000000003,1.4,22.0,26.0
19,2025-02-02 05:06:00+00:00,3.408203125,22.05333333333333,1.4,22.0,26.0
20,2025-02-02 05:21:00+00:00,3.408203125,22.06,1.4,22.0,26.0
21,2025-02-02 05:36:00+00:00,3.408203125,22.046666666666667,1.7,22.0,26.0
22,2025-02-02 05:51:00+00:00,3.408203125,22.040000000000003,1.7,22.0,26.0
23,2025-02-02 06:06:00+00:00,3.408203125,22.04666666666667,1.7,22.0,26.0
24,2025-02-02 06:21:00+00:00,3.408203125,22.060000000000002,1.7,22.0,26.0
25,2025-02-02 06:36:00+00:00,3.408203125,22.06,1.8,22.0,26.0
26,2025-02-02 06:51:00+00:00,3.408203125,22.053333333333335,1.8,22.0,26.0
28,2025-02-02 07:22:00+00:00,3.408203125,22.06,1.8,22.0,26.0
29,2025-02-02 07:38:00+00:00,3.408203125,22.073333333333334,2.0,22.0,26.0
30,2025-02-02 07:53:00+00:00,3.408203125,22.080000000000002,2.0,22.0,26.0
31,2025-02-02 08:09:00+00:00,3.408203125,22.073333333333334,2.0,22.0,26.0
32,2025-02-02 08:25:00+00:00,9.5866699219,22.073333333333334,2.0,22.0,26.0
33,2025-02-02 08:40:00+00:00,11.6578369141,22.073333333333334,2.2,22.0,26.0
34,2025-02-02 08:55:00+00:00,11.6578369141,22.08,2.2,22.0,26.0
37,2025-02-02 09:40:00+00:00,13.8380126953,22.080000000000002,2.7,22.0,26.0
38,2025-02-02 09:56:00+00:00,13.8380126953,22.073333333333334,2.7,22.0,26.0
39,2025-02-02 10:12:00+00:00,13.8380126953,22.066666666666666,2.7,22.0,26.0
40,2025-02-02 10:27:00+00:00,15.8541259766,22.08,2.7,22.0,26.0
41,2025-02-02 10:42:00+00:00,22.0875244141,22.08,3.2,22.0,26.0
42,2025-02-02 10:57:00+00:00,20.0029296875,22.066666666666666,3.2,22.0,26.0
43,2025-02-02 11:12:00+00:00,22.0155029297,22.066666666666666,3.2,22.0,26.0
44,2025-02-02 11:27:00+00:00,34.9102783203,22.073333333333334,3.2,22.0,26.0
45,2025-02-02 11:43:00+00:00,54.582824707,22.073333333333334,3.9,22.0,26.0
46,2025-02-02 11:58:00+00:00,50.6348266602,22.066666666666666,3.9,22.0,26.0
47,2025-02-02 12:15:00+00:00,44.416015625,22.066666666666666,3.9,22.0,26.0
48,2025-02-02 12:30:00+00:00,65.3021240234,22.073333333333334,4.4,22.0,26.0
49,2025-02-02 12:46:00+00:00,127.1166381836,22.08,4.4,22.0,26.0
50,2025-02-02 13:01:00+00:00,82.8347167969,22.086666666666666,4.4,22.0,26.0
53,2025-02-02 13:46:00+00:00,159.2474975586,22.08,4.6,22.0,26.0
54,2025-02-02 14:02:00+00:00,74.3701782227,22.07333333333333,4.6,22.0,26.0
56,2025-02-02 14:32:00+00:00,66.7684936523,22.07333333333333,3.9,22.0,26.0
57,2025-02-02 14:47:00+00:00,29.4173583984,22.086666666666666,3.9,22.0,26.0
58,2025-02-02 15:02:00+00:00,19.2020263672,22.066666666666666,3.9,22.0,26.0
59,2025-02-02 15:18:00+00:00,10.9088134766,22.066666666666666,3.9,22.0,26.0
60,2025-02-02 15:33:00+00:00,8.8935546875,22.066666666666666,3.6,22.0,26.0
61,2025-02-02 15:48:00+00:00,4.7916259766,22.05333333333333,3.6,22.0,26.0
62,2025-02-02 16:04:00+00:00,4.7916259766,22.033333333333335,3.6,22.0,26.0
63,2025-02-02 16:19:00+00:00,4.7916259766,22.02,3.6,22.0,26.0
66,2025-02-02 17:06:00+00:00,4.7916259766,22.019999999999996,3.2,22.0,26.0
67,2025-02-02 17:21:00+00:00,2.7875976562,22.019999999999996,3.2,22.0,26.0
68,2025-02-02 17:36:00+00:00,2.7875976562,22.013333333333332,2.9,22.0,26.0
69,2025-02-02 17:52:00+00:00,2.7875976562,22.013333333333332,2.9,22.0,26.0
70,2025-02-02 18:07:00+00:00,2.7875976562,22.006666666666668,2.9,22.0,26.0
71,2025-02-02 18:22:00+00:00,2.7875976562,22.013333333333335,2.9,22.0,26.0
72,2025-02-02 18:37:00+00:00,2.7875976562,22.013333333333335,2.6,22.0,26.0
73,2025-02-02 18:52:00+00:00,2.7875976562,22.013333333333335,2.6,22.0,26.0
75,2025-02-02 19:23:00+00:00,2.7875976562,22.013333333333332,2.6,22.0,26.0
76,2025-02-02 19:39:00+00:00,2.7875976562,22.033333333333335,2.2,22.0,26.0
77,2025-02-02 19:54:00+00:00,2.7875976562,22.033333333333335,2.2,22.0,26.0
