,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2024-12-04 00:14:00+00:00,3.0170898438,22.3375,1.0,22.0,26.0
1,2024-12-04 00:29:00+00:00,3.0170898438,22.311111111111114,1.0,22.0,26.0
2,2024-12-04 00:44:00+00:00,3.0170898438,22.3,1.2,22.0,26.0
3,2024-12-04 00:59:00+00:00,3.0170898438,22.28181818181818,1.2,22.0,26.0
4,2024-12-04 01:14:00+00:00,3.0170898438,22.275000000000002,1.2,22.0,26.0
5,2024-12-04 01:29:00+00:00,3.0170898438,22.26153846153846,1.2,22.0,26.0
6,2024-12-04 01:44:00+00:00,3.0170898438,22.25,1.0,22.0,26.0
7,2024-12-04 01:59:00+00:00,3.0170898438,22.246666666666666,1.0,22.0,26.0
8,2024-12-04 02:14:00+00:00,3.0170898438,22.226666666666667,1.0,22.0,26.0
9,2024-12-04 02:30:00+00:00,3.0170898438,22.2,1.0,22.0,26.0
10,2024-12-04 02:45:00+00:00,3.0170898438,22.18,1.0,22.0,26.0
11,2024-12-04 03:00:00+00:00,3.0170898438,22.153333333333332,1.0,22.0,26.0
12,2024-12-04 03:15:00+00:00,3.0170898438,22.133333333333333,1.0,22.0,26.0
13,2024-12-04 03:30:00+00:00,3.0170898438,22.113333333333333,1.0,22.0,26.0
14,2024-12-04 03:45:00+00:00,3.0170898438,22.113333333333333,1.0,22.0,26.0
15,2024-12-04 04:00:00+00:00,3.0170898438,22.133333333333333,1.0,22.0,26.0
16,2024-12-04 04:15:00+00:00,3.0170898438,22.146666666666665,1.0,22.0,26.0
17,2024-12-04 04:31:00+00:00,3.0170898438,22.153333333333332,0.8,22.0,26.0
18,2024-12-04 04:46:00+00:00,3.0170898438,22.19333333333333,0.8,22.0,26.0
19,2024-12-04 05:01:00+00:00,3.0170898438,22.220000000000002,0.8,23.0,25.0
20,2024-12-04 05:16:00+00:00,3.0170898438,22.280000000000005,0.8,23.0,25.0
21,2024-12-04 05:31:00+00:00,3.0170898438,22.30666666666667,0.9,23.0,25.0
22,2024-12-04 05:46:00+00:00,3.0170898438,22.30666666666667,0.9,23.0,25.0
23,2024-12-04 06:01:00+00:00,3.0170898438,22.32,0.9,23.0,25.0
24,2024-12-04 06:16:00+00:00,3.0170898438,22.333333333333332,0.9,23.5,24.5
25,2024-12-04 06:31:00+00:00,3.0170898438,22.353333333333335,0.9,23.5,24.5
26,2024-12-04 06:46:00+00:00,3.0170898438,22.38,0.9,23.0,25.0
27,2024-12-04 07:01:00+00:00,3.0170898438,22.39333333333333,0.9,23.0,25.0
28,2024-12-04 07:16:00+00:00,3.0170898438,22.413333333333338,0.9,23.0,25.0
29,2024-12-04 07:31:00+00:00,3.0170898438,22.42666666666667,1.3,23.0,25.0
30,2024-12-04 07:46:00+00:00,3.0170898438,22.446666666666665,1.3,23.0,25.0
31,2024-12-04 08:01:00+00:00,3.0170898438,22.473333333333336,1.3,23.0,25.0
32,2024-12-04 08:16:00+00:00,3.0170898438,22.506666666666664,1.3,23.0,25.0
33,2024-12-04 08:31:00+00:00,3.0170898438,22.52,1.7,23.0,25.0
34,2024-12-04 08:46:00+00:00,5.0390625,22.566666666666666,1.7,23.0,25.0
35,2024-12-04 09:01:00+00:00,5.0390625,22.6,1.7,23.0,25.0
36,2024-12-04 09:16:00+00:00,7.0720214844,22.666666666666668,1.7,23.5,24.5
37,2024-12-04 09:31:00+00:00,9.0810546875,22.753333333333334,2.0,23.5,24.5
