,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2024-11-21 00:14:00+00:00,2.8875732422,22.15,-0.5,20.8999996185,24.8999996185
1,2024-11-21 00:29:00+00:00,2.8875732422,22.144444444444446,-0.5,20.8999996185,24.8999996185
2,2024-11-21 00:44:00+00:00,2.8875732422,22.130000000000003,-1.1,20.8999996185,24.8999996185
3,2024-11-21 00:59:00+00:00,2.8875732422,22.12727272727273,-1.1,20.8999996185,24.8999996185
4,2024-11-21 01:14:00+00:00,2.8875732422,22.116666666666664,-1.1,20.8999996185,24.8999996185
5,2024-11-21 01:30:00+00:00,2.8875732422,22.107692307692307,-1.9,20.8999996185,24.8999996185
6,2024-11-21 01:45:00+00:00,2.8875732422,22.099999999999998,-1.9,20.8999996185,24.8999996185
7,2024-11-21 02:00:00+00:00,2.8875732422,22.1,-1.9,20.8999996185,24.8999996185
8,2024-11-21 02:15:00+00:00,2.8875732422,22.066666666666666,-1.9,20.8999996185,24.8999996185
9,2024-11-21 02:30:00+00:00,2.8875732422,22.04666666666667,-2.6,20.8999996185,24.8999996185
10,2024-11-21 02:45:00+00:00,2.8875732422,22.033333333333335,-2.6,20.8999996185,24.8999996185
11,2024-11-21 03:00:00+00:00,2.8875732422,22.013333333333332,-2.6,20.8999996185,24.8999996185
12,2024-11-21 03:15:00+00:00,2.8875732422,21.993333333333332,-2.6,20.8999996185,24.8999996185
13,2024-11-21 03:30:00+00:00,2.8875732422,21.973333333333333,-3.3,20.8999996185,24.8999996185
14,2024-11-21 03:45:00+00:00,2.8875732422,21.953333333333333,-3.3,20.8999996185,24.8999996185
15,2024-11-21 04:00:00+00:00,2.8875732422,21.946666666666665,-3.3,20.8999996185,24.8999996185
16,2024-11-21 04:15:00+00:00,2.8875732422,21.939999999999998,-3.3,20.8999996185,24.8999996185
17,2024-11-21 04:30:00+00:00,2.8875732422,21.939999999999998,-4.1,20.8999996185,24.8999996185
18,2024-11-21 04:45:00+00:00,2.8875732422,21.933333333333334,-4.1,20.8999996185,24.8999996185
19,2024-11-21 05:00:00+00:00,2.8875732422,21.92666666666667,-4.1,20.8999996185,24.8999996185
20,2024-11-21 05:15:00+00:00,2.8875732422,21.913333333333338,-4.1,21.8999996185,23.8999996185
21,2024-11-21 05:30:00+00:00,2.8875732422,21.886666666666667,-3.1,21.8999996185,23.8999996185
22,2024-11-21 05:45:00+00:00,2.8875732422,21.866666666666667,-3.1,21.8999996185,23.8999996185
23,2024-11-21 06:00:00+00:00,2.8875732422,21.886666666666667,-3.1,21.8999996185,23.8999996185
24,2024-11-21 06:15:00+00:00,2.8875732422,21.9,-3.1,21.8999996185,23.8999996185
25,2024-11-21 06:30:00+00:00,2.8875732422,21.9,-3.0,21.8999996185,23.8999996185
26,2024-11-21 06:45:00+00:00,2.8875732422,21.913333333333334,-3.0,21.8999996185,23.8999996185
27,2024-11-21 07:00:00+00:00,2.8875732422,21.966666666666665,-3.0,21.8999996185,23.8999996185
28,2024-11-21 07:15:00+00:00,4.9019775391,22.033333333333335,-3.0,21.8999996185,23.8999996185
29,2024-11-21 07:30:00+00:00,11.0399169922,22.113333333333333,-1.7,21.8999996185,23.8999996185
30,2024-11-21 07:45:00+00:00,86.9633178711,22.180000000000003,-1.7,21.8999996185,23.8999996185
31,2024-11-21 08:00:00+00:00,264.7526855469,22.28666666666667,-1.7,21.8999996185,23.8999996185
32,2024-11-21 08:15:00+00:00,375.975769043,22.380000000000003,-1.7,21.8999996185,23.8999996185
33,2024-11-21 08:30:00+00:00,426.857421875,22.486666666666668,-0.3,22.3999996185,23.3999996185
34,2024-11-21 08:45:00+00:00,521.7028808594,22.606666666666666,-0.3,22.3999996185,23.3999996185
35,2024-11-21 09:00:00+00:00,596.404296875,22.74,-0.3,22.5,23.5
36,2024-11-21 09:16:00+00:00,653.9481201172,22.88,-0.3,22.5,23.5
37,2024-11-21 09:31:00+00:00,700.1013183594,23.0,0.9,22.5,23.5
38,2024-11-21 09:47:00+00:00,740.0206298828,23.12,0.9,22.5,23.5
39,2024-11-21 10:02:00+00:00,777.0532226562,23.206666666666663,0.9,22.5,23.5
