alpha_a,alpha_s,alpha_r,alpha_v,alpha_o,start_time,days,error
4.013218598731827e-05,9.770023678170591e-05,0.001074941513081773,0.00993671890678156,7.542281075819667e-05,2024-11-20T00:00:00Z,5,290.8847605647234
