,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux
0,2025-03-01 00:14:00+00:00,3.1741943359,21.6,-1.4,21.0,25.0,4.0848636627
1,2025-03-01 00:29:00+00:00,3.1741943359,21.58888888888889,-1.4,21.0,25.0,4.090549469
2,2025-03-01 00:45:00+00:00,3.1741943359,21.580000000000002,-1.5,21.0,25.0,4.0593442917
3,2025-03-01 01:00:00+00:00,3.1741943359,21.572727272727274,-1.5,21.0,25.0,4.0173420906
4,2025-03-01 01:15:00+00:00,3.1741943359,21.558333333333334,-1.5,21.0,25.0,4.0506091118
5,2025-03-01 01:30:00+00:00,3.1741943359,21.553846153846152,-0.8,21.0,25.0,4.0415968895
6,2025-03-01 01:45:00+00:00,3.1741943359,21.535714285714285,-0.8,21.0,25.0,4.1025204659
7,2025-03-01 02:01:00+00:00,3.1741943359,21.52,-0.8,21.0,25.0,4.1287555695
8,2025-03-01 02:16:00+00:00,3.1741943359,21.5,-0.8,21.0,25.0,4.0151572227
9,2025-03-01 02:31:00+00:00,3.1741943359,21.486666666666668,-0.6,21.0,25.0,4.0490818024
10,2025-03-01 02:46:00+00:00,3.1741943359,21.453333333333333,-0.6,21.0,25.0,4.0591077805
11,2025-03-01 03:01:00+00:00,3.1741943359,21.433333333333334,-0.6,21.0,25.0,4.0563378334
12,2025-03-01 03:17:00+00:00,3.1741943359,21.413333333333334,-0.6,21.0,25.0,4.1055488586
13,2025-03-01 03:32:00+00:00,3.1741943359,21.40666666666667,-0.6,21.0,25.0,4.0843877792
14,2025-03-01 03:47:00+00:00,3.1741943359,21.38,-0.6,21.0,25.0,4.0149183273
15,2025-03-01 04:02:00+00:00,3.1741943359,21.37333333333333,-0.6,21.0,25.0,4.0560650826
16,2025-03-01 04:18:00+00:00,3.1741943359,21.353333333333335,-0.6,21.0,25.0,4.0625486374
17,2025-03-01 04:33:00+00:00,3.1741943359,21.333333333333332,-0.1,21.0,25.0,4.0481972694
18,2025-03-01 04:48:00+00:00,3.1741943359,21.313333333333333,-0.1,21.0,25.0,4.09030056
19,2025-03-01 05:03:00+00:00,3.1741943359,21.293333333333337,-0.1,21.0,25.0,4.0725426674
20,2025-03-01 05:18:00+00:00,3.1741943359,21.26,-0.1,21.0,25.0,4.031358242
21,2025-03-01 05:33:00+00:00,3.1741943359,21.246666666666666,0.3,21.0,25.0,4.0359930992
22,2025-03-01 05:48:00+00:00,3.1741943359,21.233333333333334,0.3,21.0,25.0,4.0822143555
23,2025-03-01 06:03:00+00:00,3.1741943359,21.21333333333333,0.3,21.0,25.0,5.2391848564
24,2025-03-01 06:18:00+00:00,3.1741943359,21.2,0.3,21.0,25.0,8.736635208100001
25,2025-03-01 06:33:00+00:00,7.209228515599999,21.2,1.4,21.0,25.0,13.3917121887
26,2025-03-01 06:48:00+00:00,17.5206298828,21.186666666666664,1.4,21.0,25.0,23.5436515808
27,2025-03-01 07:04:00+00:00,28.0654296875,21.166666666666668,1.4,21.0,25.0,31.9007034302
28,2025-03-01 07:19:00+00:00,30.0743408203,21.139999999999997,1.4,21.0,25.0,33.3119010925
29,2025-03-01 07:35:00+00:00,36.6553955078,21.126666666666665,3.3,21.0,25.0,36.3728790283
30,2025-03-01 07:52:00+00:00,40.7945556641,21.1,3.3,21.0,25.0,53.6315727234
31,2025-03-01 08:07:00+00:00,52.5356445312,21.08,3.3,21.0,25.0,76.7710037231
32,2025-03-01 08:23:00+00:00,248.9704589844,21.09333333333333,3.3,21.0,25.0,312.3323669434
