,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint
0,2025-02-28 00:14:00+00:00,3.9311523438,21.7625,0.3,21.0,25.0
1,2025-02-28 00:29:00+00:00,3.9311523438,21.744444444444444,0.3,21.0,25.0
2,2025-02-28 00:44:00+00:00,3.9311523438,21.73,0.5,21.0,25.0
3,2025-02-28 00:59:00+00:00,3.9311523438,21.727272727272727,0.5,21.0,25.0
4,2025-02-28 01:14:00+00:00,3.9311523438,21.733333333333334,0.5,21.0,25.0
5,2025-02-28 01:30:00+00:00,3.9311523438,21.73076923076923,0.7,21.0,25.0
6,2025-02-28 01:45:00+00:00,3.9311523438,21.707142857142856,0.7,21.0,25.0
7,2025-02-28 02:00:00+00:00,3.9311523438,21.69333333333333,0.7,21.0,25.0
8,2025-02-28 02:15:00+00:00,3.9311523438,21.666666666666668,0.7,21.0,25.0
9,2025-02-28 02:31:00+00:00,3.9311523438,21.64,0.9,21.0,25.0
10,2025-02-28 02:48:00+00:00,3.9311523438,21.62,0.9,21.0,25.0
11,2025-02-28 03:04:00+00:00,3.9311523438,21.60666666666667,0.9,21.0,25.0
12,2025-02-28 03:19:00+00:00,3.9311523438,21.593333333333337,0.9,21.0,25.0
13,2025-02-28 03:34:00+00:00,3.9311523438,21.6,0.7,21.0,25.0
14,2025-02-28 03:49:00+00:00,3.9311523438,21.62,0.7,21.0,25.0
15,2025-02-28 04:04:00+00:00,3.9311523438,21.65333333333333,0.7,21.0,25.0
16,2025-02-28 04:19:00+00:00,3.9311523438,21.693333333333335,0.7,21.0,25.0
17,2025-02-28 04:34:00+00:00,3.9311523438,21.733333333333334,0.7,21.0,25.0
18,2025-02-28 04:50:00+00:00,3.9311523438,21.753333333333334,0.7,21.0,25.0
19,2025-02-28 05:05:00+00:00,3.9311523438,21.759999999999998,0.7,22.0,24.0
20,2025-02-28 05:20:00+00:00,3.9311523438,21.773333333333333,0.7,22.0,24.0
21,2025-02-28 05:36:00+00:00,3.9311523438,21.8,1.1,22.0,24.0
22,2025-02-28 05:51:00+00:00,3.9311523438,21.84666666666667,1.1,22.0,24.0
23,2025-02-28 06:06:00+00:00,3.9311523438,21.873333333333335,1.1,22.0,24.0
24,2025-02-28 06:21:00+00:00,3.9311523438,21.90666666666667,1.1,22.0,24.0
25,2025-02-28 06:36:00+00:00,3.9311523438,21.926666666666666,1.2,22.0,24.0
26,2025-02-28 06:51:00+00:00,3.9311523438,21.966666666666665,1.2,22.0,24.0
27,2025-02-28 07:07:00+00:00,5.9388427734,22.006666666666664,1.2,22.0,24.0
28,2025-02-28 07:22:00+00:00,10.017578125,22.019999999999996,1.2,22.0,24.0
29,2025-02-28 07:37:00+00:00,12.0832519531,22.026666666666664,1.6,22.0,24.0
30,2025-02-28 07:52:00+00:00,14.123046875,21.986666666666668,1.6,22.0,24.0
31,2025-02-28 08:07:00+00:00,20.2550048828,21.973333333333333,1.6,22.0,24.0
32,2025-02-28 08:22:00+00:00,26.4830322266,21.966666666666665,1.6,22.0,24.0
33,2025-02-28 08:38:00+00:00,34.7276611328,21.98,2.1,22.0,24.0
34,2025-02-28 08:53:00+00:00,34.7276611328,21.98,2.1,22.0,24.0
35,2025-02-28 09:09:00+00:00,40.8864746094,21.973333333333333,2.1,22.0,24.0
36,2025-02-28 09:24:00+00:00,42.9172363281,21.980000000000004,2.1,22.0,24.0
37,2025-02-28 09:39:00+00:00,38.7786865234,21.973333333333333,2.6,22.0,24.0
38,2025-02-28 09:54:00+00:00,42.9929199219,21.986666666666668,2.6,22.0,24.0
39,2025-02-28 10:09:00+00:00,49.6365966797,21.986666666666665,2.6,22.0,24.0
40,2025-02-28 10:24:00+00:00,55.8146362305,21.993333333333332,2.6,22.0,24.0
41,2025-02-28 10:40:00+00:00,61.9475708008,21.973333333333333,3.3,22.0,24.0
42,2025-02-28 10:55:00+00:00,66.1848144531,21.986666666666668,3.3,22.0,24.0
43,2025-02-28 11:10:00+00:00,88.7365722656,22.019999999999996,3.3,22.0,24.0
44,2025-02-28 11:27:00+00:00,135.3485717773,22.046666666666667,3.3,22.0,24.0
45,2025-02-28 11:43:00+00:00,146.4562988281,22.09333333333333,3.2,22.0,24.0
46,2025-02-28 11:58:00+00:00,473.6571655273,22.10666666666667,3.2,22.0,24.0
47,2025-02-28 12:13:00+00:00,275.4848632812,22.119999999999997,3.2,22.0,24.0
48,2025-02-28 12:28:00+00:00,336.1401367188,22.12,3.2,22.0,24.0
49,2025-02-28 12:44:00+00:00,511.8506469727,22.14,2.7,22.0,24.0
50,2025-02-28 13:00:00+00:00,654.4053344727,22.166666666666668,2.7,22.0,24.0
51,2025-02-28 13:16:00+00:00,390.5684204102,22.186666666666667,2.7,22.0,24.0
52,2025-02-28 13:31:00+00:00,472.4488525391,22.186666666666667,2.7,22.0,24.0
53,2025-02-28 13:46:00+00:00,399.1072387695,22.186666666666667,2.7,22.0,24.0
54,2025-02-28 14:01:00+00:00,252.2295532227,22.2,2.7,22.0,24.0
55,2025-02-28 14:16:00+00:00,280.4017333984,22.220000000000002,2.7,22.0,24.0
56,2025-02-28 14:31:00+00:00,137.9660644531,22.259999999999998,2.5,22.0,24.0
57,2025-02-28 14:47:00+00:00,99.3185424805,22.259999999999998,2.5,22.0,24.0
58,2025-02-28 15:02:00+00:00,69.4111328125,22.253333333333334,2.5,22.0,24.0
59,2025-02-28 15:17:00+00:00,44.8715820312,22.246666666666666,2.5,22.0,24.0
60,2025-02-28 15:32:00+00:00,27.7797851562,22.24,2.0,22.0,24.0
61,2025-02-28 15:47:00+00:00,19.5209960938,22.246666666666666,2.0,22.0,24.0
62,2025-02-28 16:02:00+00:00,17.4617919922,22.226666666666667,2.0,21.0,25.0
63,2025-02-28 16:18:00+00:00,13.3758544922,22.226666666666667,2.0,21.0,25.0
64,2025-02-28 16:33:00+00:00,7.2084960938,22.220000000000002,1.4,21.0,25.0
65,2025-02-28 16:48:00+00:00,5.1790771484,22.206666666666667,1.4,21.0,25.0
66,2025-02-28 17:03:00+00:00,3.1741943359,22.2,1.4,21.0,25.0
67,2025-02-28 17:20:00+00:00,3.1741943359,22.2,1.4,21.0,25.0
68,2025-02-28 17:35:00+00:00,3.1741943359,22.186666666666667,0.9,21.0,25.0
69,2025-02-28 17:51:00+00:00,3.1741943359,22.180000000000003,0.9,21.0,25.0
70,2025-02-28 18:06:00+00:00,3.1741943359,22.166666666666668,0.9,21.0,25.0
71,2025-02-28 18:21:00+00:00,3.1741943359,22.14,0.9,21.0,25.0
72,2025-02-28 18:36:00+00:00,3.1741943359,22.12,0.9,21.0,25.0
73,2025-02-28 18:52:00+00:00,3.1741943359,22.1,0.9,21.0,25.0
74,2025-02-28 19:07:00+00:00,3.1741943359,22.08,0.9,21.0,25.0
75,2025-02-28 19:22:00+00:00,3.1741943359,22.060000000000002,0.9,21.0,25.0
76,2025-02-28 19:37:00+00:00,3.1741943359,22.033333333333335,0.6,21.0,25.0
77,2025-02-28 19:52:00+00:00,3.1741943359,22.026666666666664,0.6,21.0,25.0
78,2025-02-28 20:07:00+00:00,3.1741943359,22.006666666666668,0.6,21.0,25.0
79,2025-02-28 20:22:00+00:00,3.1741943359,22.0,0.6,21.0,25.0
80,2025-02-28 20:37:00+00:00,3.1741943359,21.98,0.3,21.0,25.0
81,2025-02-28 20:52:00+00:00,3.1741943359,21.96,0.3,21.0,25.0
82,2025-02-28 21:07:00+00:00,3.1741943359,21.946666666666665,0.3,21.0,25.0
83,2025-02-28 21:23:00+00:00,3.1741943359,21.933333333333334,0.3,21.0,25.0
84,2025-02-28 21:38:00+00:00,3.1741943359,21.906666666666663,-0.3,21.0,25.0
85,2025-02-28 21:54:00+00:00,3.1741943359,21.88,-0.3,21.0,25.0
86,2025-02-28 22:09:00+00:00,3.1741943359,21.866666666666667,-0.3,21.0,25.0
87,2025-02-28 22:24:00+00:00,3.1741943359,21.857142857142858,-0.3,21.0,25.0
88,2025-02-28 22:39:00+00:00,3.1741943359,21.846153846153847,-0.9,21.0,25.0
89,2025-02-28 22:54:00+00:00,3.1741943359,21.833333333333332,-0.9,21.0,25.0
90,2025-02-28 23:10:00+00:00,3.1741943359,21.827272727272728,-0.9,21.0,25.0
91,2025-02-28 23:25:00+00:00,3.1741943359,21.82,-0.9,21.0,25.0
