,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind,heater_valve,ventilation_supply_damper
0,2024-12-24 00:00:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.1056756973,0.35064888,0.0,0.0
1,2024-12-24 00:01:00+00:00,2.8620605469,22.1,0.1,22.0,26.0,4.0583510399,0.35064888,0.0,0.0
2,2024-12-24 00:02:00+00:00,2.8620605469,22.1,0.1,22.0,26.0,4.0305919647,0.35064888,0.0,0.0
3,2024-12-24 00:03:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0237050056,0.35064888,0.0,0.0
4,2024-12-24 00:04:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0994224548,0.35064888,0.0,0.0
5,2024-12-24 00:05:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.127515316,0.35064888,0.0,0.0
6,2024-12-24 00:06:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.08329916,0.35064888,0.0,0.0
7,2024-12-24 00:07:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0612235069,0.35064888,0.0,0.0
8,2024-12-24 00:08:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0374546051,0.35064888,0.0,0.0
9,2024-12-24 00:09:00+00:00,2.8620605469,22.3,0.1,22.0,26.0,4.0674438477,0.35064888,0.0,0.0
10,2024-12-24 00:10:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.1439332962,0.35064888,0.0,0.0
11,2024-12-24 00:11:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.1284890175,0.35064888,0.0,0.0
12,2024-12-24 00:12:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.1162199974,0.35064888,0.0,0.0
13,2024-12-24 00:13:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0671606064,0.35064888,0.0,0.0
14,2024-12-24 00:14:00+00:00,2.8620605469,22.3,0.1,22.0,26.0,4.0930395126,0.35064888,0.0,0.0
15,2024-12-24 00:15:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.1147356033,0.35064888,0.0,0.0
16,2024-12-24 00:16:00+00:00,2.8620605469,22.1,0.1,22.0,26.0,4.0957202911,0.35064888,0.0,0.0
17,2024-12-24 00:17:00+00:00,2.8620605469,22.2,0.1,22.0,26.0,4.0611386299,0.35064888,0.0,0.0
18,2024-12-24 00:18:00+00:00,2.8620605469,22.1,0.1,22.0,26.0,4.0437889099,0.35064888,0.0,0.0
19,2024-12-24 00:19:00+00:00,2.8620605469,22.1,0.1,22.0,26.0,4.1479182243,0.35064888,0.0,0.0
20,2024-12-24 00:20:00+00:00,2.8620605469,22.4,0.1,22.0,26.0,4.1226024628,0.35064888,0.0,0.0
