,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind,heater_valve,ventilation_supply_damper
0,2024-12-13 00:00:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0293917656,0.6679344177000001,0.0,0.0
1,2024-12-13 00:01:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0097870827,0.6679344177000001,0.0,0.0
2,2024-12-13 00:02:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,3.9990253448,0.6679344177000001,0.0,0.0
3,2024-12-13 00:03:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0736713409,0.6679344177000001,0.0,0.0
4,2024-12-13 00:04:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0461578369,0.6679344177000001,0.0,0.0
5,2024-12-13 00:05:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.022298336,0.6679344177000001,0.0,0.0
6,2024-12-13 00:06:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0133786201,0.6679344177000001,0.0,0.0
7,2024-12-13 00:07:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0184493065,0.6679344177000001,0.0,0.0
8,2024-12-13 00:08:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0306529999,0.6679344177000001,0.0,0.0
9,2024-12-13 00:09:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0654668808,0.6679344177000001,0.0,0.0
10,2024-12-13 00:10:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.066681385,0.6679344177000001,0.0,0.0
11,2024-12-13 00:11:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0189085007,0.6679344177000001,0.0,0.0
12,2024-12-13 00:12:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0052018166,0.6679344177000001,0.0,0.0
13,2024-12-13 00:13:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0345959663,0.6679344177000001,0.0,0.0
14,2024-12-13 00:14:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0179104805,0.6679344177000001,0.0,0.0
15,2024-12-13 00:15:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0028047562,0.6679344177000001,0.0,0.0
16,2024-12-13 00:16:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0082554817,0.6679344177000001,0.0,0.0
17,2024-12-13 00:17:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,3.9991495609,0.6679344177000001,0.0,0.0
18,2024-12-13 00:18:00+00:00,3.9897460938,22.0,1.4,22.0,26.0,4.0930337906,0.6679344177000001,0.0,0.0
19,2024-12-13 00:19:00+00:00,3.9897460938,22.0,1.4,22.0,26.0,4.1067643166,0.6679344177000001,0.0,0.0
20,2024-12-13 00:20:00+00:00,3.9897460938,22.0,1.4,22.0,26.0,4.0927300453,0.6679344177000001,0.0,0.0
21,2024-12-13 00:21:00+00:00,3.9897460938,22.0,1.4,22.0,26.0,4.0633616447,0.6679344177000001,0.0,0.0
22,2024-12-13 00:22:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0162134171,0.6679344177000001,0.0,0.0
23,2024-12-13 00:23:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.027410984,0.6679344177000001,0.0,0.0
24,2024-12-13 00:24:00+00:00,3.9897460938,22.2,1.4,22.0,26.0,4.0647816658,0.6679344177000001,0.0,0.0
25,2024-12-13 00:25:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.1551499367,0.6679344177000001,0.0,0.0
26,2024-12-13 00:26:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.106262207,0.6679344177000001,0.0,0.0
27,2024-12-13 00:27:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0482501984,0.6679344177000001,0.0,0.0
28,2024-12-13 00:28:00+00:00,3.9897460938,22.0,1.4,22.0,26.0,4.0154500008,0.6679344177000001,2.0300006866,0.0
29,2024-12-13 00:29:00+00:00,3.9897460938,22.1,1.4,22.0,26.0,4.0151715279,0.6679344177000001,0.0,0.0
30,2024-12-13 00:30:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0448937416,0.6679344177000001,0.0,0.0
31,2024-12-13 00:31:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0634412766,0.6679344177000001,0.0,0.0
32,2024-12-13 00:32:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.037065506,0.6679344177000001,0.0,0.0
33,2024-12-13 00:33:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0069980621,0.6679344177000001,0.0,0.0
34,2024-12-13 00:34:00+00:00,3.9897460938,22.2,1.3,22.0,26.0,4.0416388512,0.6679344177000001,0.0,0.0
35,2024-12-13 00:35:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0273828506,0.6679344177000001,0.0,0.0
36,2024-12-13 00:36:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0029706955,0.6679344177000001,14.7083244324,0.0
37,2024-12-13 00:37:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,3.9638600349,0.6679344177000001,10.0500011444,0.0
38,2024-12-13 00:38:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,3.9724411964,0.6679344177000001,10.1500024796,0.0
39,2024-12-13 00:39:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0115056038,0.6679344177000001,3.3833341599,0.0
40,2024-12-13 00:40:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0308966637,0.6679344177000001,4.0999979973,0.0
41,2024-12-13 00:41:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,4.0272049904,0.6679344177000001,17.8449878693,0.0
42,2024-12-13 00:42:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0012278557,0.6679344177000001,0.0,0.0
43,2024-12-13 00:43:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,3.9957721233,0.6679344177000001,19.06665802,0.0
44,2024-12-13 00:44:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,3.9953906536,0.6679344177000001,0.6933332682000001,0.0
45,2024-12-13 00:45:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0132851601,0.6679344177000001,8.1200037003,0.0
46,2024-12-13 00:46:00+00:00,3.9897460938,22.1,1.3,22.0,26.0,4.0870895386,0.6679344177000001,0.0,0.0
47,2024-12-13 00:47:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0508942604,0.6679344177000001,0.0,0.0
48,2024-12-13 00:48:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0282034874,0.6679344177000001,6.6833338737,0.0
49,2024-12-13 00:49:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0084638596,0.6679344177000001,0.0,0.0
50,2024-12-13 00:50:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,4.0182313919,0.6679344177000001,2.1000003815,0.0
51,2024-12-13 00:51:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,4.0677251816,0.6679344177000001,8.0500001907,0.0
52,2024-12-13 00:52:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0400695801,0.6679344177000001,0.0,0.0
53,2024-12-13 00:53:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,4.0116090775,0.6679344177000001,19.7599906921,0.0
54,2024-12-13 00:54:00+00:00,3.9897460938,22.0,1.3,22.0,26.0,4.0471982956,0.6679344177000001,0.0,0.0
55,2024-12-13 00:55:00+00:00,3.9897460938,21.9,1.3,22.0,26.0,4.0486702919,0.6679344177000001,3.4666659832,0.0
