,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind,heater_valve,ventilation_supply_damper
0,2025-04-13 00:00:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0552191734,0.4952163696,0.0,0.0
1,2025-04-13 00:02:00+00:00,2.8247070312,23.2,5.5,19.5,23.5,4.0656027794,0.4952163696,0.0,0.0
2,2025-04-13 00:03:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0410199165,0.4952163696,0.0,0.0
3,2025-04-13 00:04:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0820565224,0.4952163696,0.0,0.0
4,2025-04-13 00:05:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.1241922379,0.4952163696,0.0,0.0
5,2025-04-13 00:06:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.1099915504,0.4952163696,0.0,0.0
6,2025-04-13 00:07:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0598301888,0.4952163696,0.0,0.0
7,2025-04-13 00:09:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0391788483,0.4952163696,0.0,0.0
8,2025-04-13 00:10:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0582032204,0.4952163696,0.0,0.0
9,2025-04-13 00:11:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0387043953,0.4952163696,0.0,0.0
10,2025-04-13 00:12:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0706043243,0.4952163696,0.0,0.0
11,2025-04-13 00:13:00+00:00,2.8247070312,23.2,5.5,19.5,23.5,4.0246663094,0.4952163696,0.0,0.0
12,2025-04-13 00:14:00+00:00,2.8247070312,23.0,5.5,19.5,23.5,4.0044169426,0.4952163696,0.0,0.0
13,2025-04-13 00:15:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.1187806129,0.4952163696,0.0,0.0
14,2025-04-13 00:16:00+00:00,2.8247070312,23.0,5.5,19.5,23.5,4.1420574188,0.4952163696,0.0,0.0
15,2025-04-13 00:17:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.1215052605,0.4952163696,0.0,0.0
16,2025-04-13 00:18:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0729680061,0.4952163696,0.0,0.0
17,2025-04-13 00:19:00+00:00,2.8247070312,23.1,5.5,19.5,23.5,4.0516247749,0.4952163696,0.0,0.0
18,2025-04-13 00:20:00+00:00,2.8247070312,22.9,5.5,19.5,23.5,4.0379719734,0.4952163696,0.0,0.0
19,2025-04-13 00:21:00+00:00,2.8247070312,23.0,5.5,19.5,23.5,4.1231374741,0.4952163696,0.0,0.0
20,2025-04-13 00:22:00+00:00,2.8247070312,22.9,5.5,19.5,23.5,4.0986857414,0.4952163696,0.0,0.0
21,2025-04-13 00:23:00+00:00,2.8247070312,23.0,5.5,19.5,23.5,4.0632252693,0.4952163696,0.0,0.0
22,2025-04-13 00:24:00+00:00,2.8247070312,22.9,5.5,19.5,23.5,4.0103745461,0.4952163696,0.0,0.0
23,2025-04-13 00:25:00+00:00,2.8247070312,22.9,5.5,19.5,23.5,4.0094213486,0.4952163696,0.0,0.0
24,2025-04-13 00:26:00+00:00,2.8247070312,22.8,5.5,19.5,23.5,4.0935592651,0.4952163696,0.0,0.0
25,2025-04-13 00:27:00+00:00,2.8247070312,22.8,5.5,19.5,23.5,4.0805873871,0.4952163696,0.0,0.0
26,2025-04-13 00:28:00+00:00,2.8247070312,22.8,5.5,19.5,23.5,4.0878167152,1.517660141,0.0,0.0
27,2025-04-13 00:29:00+00:00,2.8247070312,22.8,5.5,19.5,23.5,4.0351881981,1.517660141,0.0,0.0
28,2025-04-13 00:30:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.0399589539,1.517660141,0.0,0.0
29,2025-04-13 00:31:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.0943350792,1.517660141,0.0,0.0
30,2025-04-13 00:32:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.09856987,1.517660141,0.0,0.0
31,2025-04-13 00:33:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0998773575,1.517660141,0.0,0.0
32,2025-04-13 00:35:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0634522438,1.517660141,0.0,0.0
33,2025-04-13 00:36:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0863342285,1.517660141,0.0,0.0
34,2025-04-13 00:37:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.1023311615,1.517660141,0.0,0.0
35,2025-04-13 00:38:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.1077136993,1.517660141,0.0,0.0
36,2025-04-13 00:39:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0369968414,2.5318126678,0.0,0.0
37,2025-04-13 00:40:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0391325951,2.5318126678,0.0,0.0
38,2025-04-13 00:41:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0638222694,2.5318126678,0.0,0.0
39,2025-04-13 00:42:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0889129639,2.5318126678,0.0,0.0
40,2025-04-13 00:43:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.1125335693,2.5318126678,0.0,0.0
41,2025-04-13 00:45:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0545949936,2.5318126678,0.0,0.0
42,2025-04-13 00:46:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.0505809784,2.5318126678,0.0,0.0
43,2025-04-13 00:48:00+00:00,2.8247070312,22.6,5.7,19.5,23.5,4.1131978035,2.5318126678,0.0,0.0
44,2025-04-13 00:50:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0715637207,2.5318126678,0.0,0.0
45,2025-04-13 00:51:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0525126457,2.5318126678,0.0,0.0
46,2025-04-13 00:52:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0520687103,2.5318126678,0.0,0.0
47,2025-04-13 00:53:00+00:00,2.8247070312,22.9,5.7,19.5,23.5,4.0690283775,2.5318126678,0.0,0.0
48,2025-04-13 00:54:00+00:00,2.8247070312,22.9,5.7,19.5,23.5,4.1176309586,2.5318126678,0.0,0.0
49,2025-04-13 00:55:00+00:00,2.8247070312,22.7,5.7,19.5,23.5,4.0942425728,2.5318126678,0.0,0.0
50,2025-04-13 00:56:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0540037155,2.5318126678,0.0,0.0
51,2025-04-13 00:57:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.051264286,2.5318126678,0.0,0.0
52,2025-04-13 00:58:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0476512909,2.5318126678,0.0,0.0
53,2025-04-13 00:59:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0581016541,2.5318126678,0.0,0.0
54,2025-04-13 01:00:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0664019585,2.5318126678,0.0,0.0
55,2025-04-13 01:01:00+00:00,2.8247070312,22.8,5.7,19.5,23.5,4.0273733139,2.5318126678,0.0,0.0
