,time,solar_watt,room_temp,ambient_temp,heating_setpoint,cooling_setpoint,lux,wind,heater_valve,ventilation_supply_damper
0,2024-11-24 00:00:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.313914299,2.6562099457,0.0,0.0
1,2024-11-24 00:01:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.3106899261,2.6562099457,0.0,0.0
2,2024-11-24 00:02:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.3114466667,2.6562099457,0.0,0.0
3,2024-11-24 00:03:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.323469162,2.6562099457,1.3600006104,0.0
4,2024-11-24 00:04:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.2863278389,2.6562099457,0.0,0.0
5,2024-11-24 00:05:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2732925415,2.6562099457,18.5166721344,0.0
6,2024-11-24 00:06:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.2587070465,2.6562099457,0.0,0.0
7,2024-11-24 00:07:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.2366266251,2.6562099457,0.0,0.0
8,2024-11-24 00:08:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2798242569,2.6562099457,2.3633344173,0.0
9,2024-11-24 00:09:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.3102807999,2.6562099457,14.6316719055,0.0
10,2024-11-24 00:10:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2921032906,2.6562099457,11.7833385468,0.0
11,2024-11-24 00:11:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.3300671577,2.6562099457,31.1016521454,0.0
12,2024-11-24 00:12:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.3904929161,2.6562099457,51.3016204834,0.0
13,2024-11-24 00:13:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.4028835297,2.6562099457,71.5016708374,0.0
14,2024-11-24 00:14:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.3302397728,2.6562099457,91.7018661499,0.0
15,2024-11-24 00:15:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2852578163,2.6562099457,3.0300011635,0.0
16,2024-11-24 00:16:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2441778183,2.6562099457,8.4166679382,0.0
17,2024-11-24 00:17:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.2039928436,2.6562099457,0.0,0.0
18,2024-11-24 00:18:00+00:00,2.7233886719,21.0,2.9,21.0,25.0,4.2317304611,2.6562099457,0.0,0.0
19,2024-11-24 00:19:00+00:00,2.7233886719,21.1,2.9,21.0,25.0,4.2857170105,2.6562099457,0.0,0.0
